[Name],
PowerOnOffLinearExp,
[Spatial Fields],
t,
[Data],
t[s],Power[W m^-3]
0,0
0.005050505,767944.934
0.01010101,1535889.868
0.015151515,2303834.802
0.02020202,3071779.736
0.025252525,3839724.67
0.03030303,4607669.604
0.035353535,5375614.538
0.04040404,6143559.472
0.045454546,6911504.406
0.050505051,7679449.34
0.055555556,8447394.275
0.060606061,9215339.209
0.065656566,9983284.143
0.070707071,10751229.08
0.075757576,11519174.01
0.080808081,12287118.94
0.085858586,13055063.88
0.090909091,13823008.81
0.095959596,14590953.75
0.101010101,15358898.68
0.106060606,16126843.62
0.111111111,16894788.55
0.116161616,17662733.48
0.121212121,18430678.42
0.126262626,19198623.35
0.131313131,19966568.29
0.136363636,20734513.22
0.141414141,21502458.15
0.146464647,22270403.09
0.151515152,23038348.02
0.156565657,23806292.96
0.161616162,24574237.89
0.166666667,25342182.82
0.171717172,26110127.76
0.176767677,26878072.69
0.181818182,27646017.63
0.186868687,28413962.56
0.191919192,29181907.49
0.196969697,29949852.43
0.202020202,30717797.36
0.207070707,31485742.3
0.212121212,32253687.23
0.217171717,33021632.16
0.222222222,33789577.1
0.227272727,34557522.03
0.232323232,35325466.97
0.237373737,36093411.9
0.242424242,36861356.83
0.247474748,37629301.77
0.252525253,38397246.7
0.257575758,39165191.64
0.262626263,39933136.57
0.267676768,40701081.5
0.272727273,41469026.44
0.277777778,42236971.37
0.282828283,43004916.31
0.287878788,43772861.24
0.292929293,44540806.17
0.297979798,45308751.11
0.303030303,46076696.04
0.308080808,46844640.98
0.313131313,47612585.91
0.318181818,48380530.85
0.323232323,49148475.78
0.328282828,49916420.71
0.333333333,50684365.65
0.338383838,51452310.58
0.343434343,52220255.52
0.348484849,52988200.45
0.353535354,53756145.38
0.358585859,54524090.32
0.363636364,55292035.25
0.368686869,56059980.19
0.373737374,56827925.12
0.378787879,57595870.05
0.383838384,58363814.99
0.388888889,59131759.92
0.393939394,59899704.86
0.398989899,60667649.79
0.404040404,61435594.72
0.409090909,62203539.66
0.414141414,62971484.59
0.419191919,63739429.53
0.424242424,64507374.46
0.429292929,65275319.39
0.434343434,66043264.33
0.439393939,66811209.26
0.444444444,67579154.2
0.44949495,68347099.13
0.454545455,69115044.06
0.45959596,69882989
0.464646465,70650933.93
0.46969697,71418878.87
0.474747475,72186823.8
0.47979798,72954768.73
0.484848485,73722713.67
0.48989899,74490658.6
0.494949495,75258603.54
0.5,76026548.47
0.51,76026548.47
9.999,76026548.47
10,76026548.47
10.0020202,75258603.54
10.0040404,74490658.6
10.00606061,73722713.67
10.00808081,72954768.73
10.01010101,72186823.8
10.01212121,71418878.87
10.01414141,70650933.93
10.01616162,69882989
10.01818182,69115044.06
10.02020202,68347099.13
10.02222222,67579154.2
10.02424242,66811209.26
10.02626263,66043264.33
10.02828283,65275319.39
10.03030303,64507374.46
10.03232323,63739429.53
10.03434343,62971484.59
10.03636364,62203539.66
10.03838384,61435594.72
10.04040404,60667649.79
10.04242424,59899704.86
10.04444444,59131759.92
10.04646465,58363814.99
10.04848485,57595870.05
10.05050505,56827925.12
10.05252525,56059980.19
10.05454545,55292035.25
10.05656566,54524090.32
10.05858586,53756145.38
10.06060606,52988200.45
10.06262626,52220255.52
10.06464646,51452310.58
10.06666667,50684365.65
10.06868687,49916420.71
10.07070707,49148475.78
10.07272727,48380530.85
10.07474747,47612585.91
10.07676768,46844640.98
10.07878788,46076696.04
10.08080808,45308751.11
10.08282828,44540806.17
10.08484848,43772861.24
10.08686869,43004916.31
10.08888889,42236971.37
10.09090909,41469026.44
10.09292929,40701081.5
10.09494949,39933136.57
10.0969697,39165191.64
10.0989899,38397246.7
10.1010101,37629301.77
10.1030303,36861356.83
10.10505051,36093411.9
10.10707071,35325466.97
10.10909091,34557522.03
10.11111111,33789577.1
10.11313131,33021632.16
10.11515152,32253687.23
10.11717172,31485742.3
10.11919192,30717797.36
10.12121212,29949852.43
10.12323232,29181907.49
10.12525253,28413962.56
10.12727273,27646017.63
10.12929293,26878072.69
10.13131313,26110127.76
10.13333333,25342182.82
10.13535354,24574237.89
10.13737374,23806292.96
10.13939394,23038348.02
10.14141414,22270403.09
10.14343434,21502458.15
10.14545455,20734513.22
10.14747475,19966568.29
10.14949495,19198623.35
10.15151515,18430678.42
10.15353535,17662733.48
10.15555556,16894788.55
10.15757576,16126843.62
10.15959596,15358898.68
10.16161616,14590953.75
10.16363636,13823008.81
10.16565657,13055063.88
10.16767677,12287118.94
10.16969697,11519174.01
10.17171717,10751229.08
10.17373737,9983284.143
10.17575758,9215339.209
10.17777778,8447394.275
10.17979798,7679449.34
10.18181818,6911504.406
10.18383838,6143559.472
10.18585859,5375614.538
10.18787879,4607669.604
10.18989899,3839724.67
10.19191919,3071779.736
10.19393939,2303834.802
10.1959596,1535889.868
10.1979798,767944.934
10.2,0
10.201,0
15,0
