[Name],
PowerOn1sOffLinearExp,
[Spatial Fields],
t,
[Data],
t[s],Power[W m^-3]
0.0000000000,0.0000000000
0.0100000000,760265.4847072590
0.0200000000,1520530.9694145100
0.0300000000,2280796.4541217700
0.0400000000,3041061.9388290300
0.0500000000,3801327.4235362900
0.0600000000,4561592.9082435500
0.0700000000,5321858.3929508100
0.0800000000,6082123.8776580700
0.0900000000,6842389.3623653300
0.1000000000,7602654.8470725900
0.1100000000,8362920.3317798500
0.1200000000,9123185.8164871100
0.1300000000,9883451.3011943700
0.1400000000,10643716.7859016000
0.1500000000,11403982.2706088000
0.1600000000,12164247.7553161000
0.1700000000,12924513.2400234000
0.1800000000,13684778.7247306000
0.1900000000,14445044.2094379000
0.2000000000,15205309.6941451000
0.2100000000,15965575.1788524000
0.2200000000,16725840.6635597000
0.2300000000,17486106.1482669000
0.2400000000,18246371.6329742000
0.2500000000,19006637.1176814000
0.2600000000,19766902.6023887000
0.2700000000,20527168.0870960000
0.2800000000,21287433.5718032000
0.2900000000,22047699.0565105000
0.3000000000,22807964.5412177000
0.3100000000,23568230.0259250000
0.3200000000,24328495.5106323000
0.3300000000,25088760.9953395000
0.3400000000,25849026.4800468000
0.3500000000,26609291.9647540000
0.3600000000,27369557.4494613000
0.3700000000,28129822.9341686000
0.3800000000,28890088.4188758000
0.3900000000,29650353.9035831000
0.4000000000,30410619.3882903000
0.4100000000,31170884.8729976000
0.4200000000,31931150.3577049000
0.4300000000,32691415.8424121000
0.4400000000,33451681.3271194000
0.4500000000,34211946.8118267000
0.4600000000,34972212.2965339000
0.4700000000,35732477.7812412000
0.4800000000,36492743.2659484000
0.4900000000,37253008.7506557000
0.5000000000,38013274.2353629000
0.5100000000,38773539.7200702000
0.5200000000,39533805.2047775000
0.5300000000,40294070.6894847000
0.5400000000,41054336.1741920000
0.5500000000,41814601.6588993000
0.5600000000,42574867.1436065000
0.5700000000,43335132.6283138000
0.5800000000,44095398.1130210000
0.5900000000,44855663.5977283000
0.6000000000,45615929.0824355000
0.6100000000,46376194.5671428000
0.6200000000,47136460.0518501000
0.6300000000,47896725.5365573000
0.6400000000,48656991.0212646000
0.6500000000,49417256.5059718000
0.6600000000,50177521.9906791000
0.6700000000,50937787.4753864000
0.6800000000,51698052.9600936000
0.6900000000,52458318.4448009000
0.7000000000,53218583.9295081000
0.7100000000,53978849.4142154000
0.7200000000,54739114.8989227000
0.7300000000,55499380.3836299000
0.7400000000,56259645.8683372000
0.7500000000,57019911.3530444000
0.7600000000,57780176.8377517000
0.7700000000,58540442.3224590000
0.7800000000,59300707.8071662000
0.7900000000,60060973.2918735000
0.8000000000,60821238.7765807000
0.8100000000,61581504.2612880000
0.8200000000,62341769.7459953000
0.8300000000,63102035.2307025000
0.8400000000,63862300.7154098000
0.8500000000,64622566.2001170000
0.8600000000,65382831.6848243000
0.8700000000,66143097.1695316000
0.8800000000,66903362.6542388000
0.8900000000,67663628.1389461000
0.9000000000,68423893.6236534000
0.9100000000,69184159.1083606000
0.9200000000,69944424.5930679000
0.9300000000,70704690.0777751000
0.9400000000,71464955.5624824000
0.9500000000,72225221.0471896000
0.9600000000,72985486.5318969000
0.9700000000,73745752.0166042000
0.9800000000,74506017.5013114000
0.9900000000,75266282.9860187000
1.0000000000,76026548.4707259000
9.9990000000,76026548.4707259000
10.0000000000,76026548.4707259000
10.0020202020,75266282.9860187000
10.0040404040,74506017.5013114000
10.0060606061,73745752.0166042000
10.0080808081,72985486.5318969000
10.0101010101,72225221.0471896000
10.0121212121,71464955.5624824000
10.0141414141,70704690.0777751000
10.0161616162,69944424.5930679000
10.0181818182,69184159.1083606000
10.0202020202,68423893.6236534000
10.0222222222,67663628.1389461000
10.0242424242,66903362.6542388000
10.0262626263,66143097.1695316000
10.0282828283,65382831.6848243000
10.0303030303,64622566.2001170000
10.0323232323,63862300.7154098000
10.0343434343,63102035.2307025000
10.0363636364,62341769.7459953000
10.0383838384,61581504.2612880000
10.0404040404,60821238.7765807000
10.0424242424,60060973.2918735000
10.0444444444,59300707.8071662000
10.0464646465,58540442.3224590000
10.0484848485,57780176.8377517000
10.0505050505,57019911.3530444000
10.0525252525,56259645.8683372000
10.0545454545,55499380.3836299000
10.0565656566,54739114.8989227000
10.0585858586,53978849.4142154000
10.0606060606,53218583.9295081000
10.0626262626,52458318.4448009000
10.0646464646,51698052.9600936000
10.0666666667,50937787.4753864000
10.0686868687,50177521.9906791000
10.0707070707,49417256.5059718000
10.0727272727,48656991.0212646000
10.0747474747,47896725.5365573000
10.0767676768,47136460.0518501000
10.0787878788,46376194.5671428000
10.0808080808,45615929.0824355000
10.0828282828,44855663.5977283000
10.0848484848,44095398.1130210000
10.0868686869,43335132.6283138000
10.0888888889,42574867.1436065000
10.0909090909,41814601.6588993000
10.0929292929,41054336.1741920000
10.0949494949,40294070.6894847000
10.0969696970,39533805.2047775000
10.0989898990,38773539.7200702000
10.1010101010,38013274.2353629000
10.1030303030,37253008.7506557000
10.1050505051,36492743.2659484000
10.1070707071,35732477.7812412000
10.1090909091,34972212.2965339000
10.1111111111,34211946.8118266000
10.1131313131,33451681.3271194000
10.1151515152,32691415.8424121000
10.1171717172,31931150.3577049000
10.1191919192,31170884.8729976000
10.1212121212,30410619.3882903000
10.1232323232,29650353.9035831000
10.1252525253,28890088.4188758000
10.1272727273,28129822.9341686000
10.1292929293,27369557.4494613000
10.1313131313,26609291.9647540000
10.1333333333,25849026.4800468000
10.1353535354,25088760.9953395000
10.1373737374,24328495.5106323000
10.1393939394,23568230.0259250000
10.1414141414,22807964.5412177000
10.1434343434,22047699.0565105000
10.1454545455,21287433.5718032000
10.1474747475,20527168.0870960000
10.1494949495,19766902.6023887000
10.1515151515,19006637.1176814000
10.1535353535,18246371.6329742000
10.1555555556,17486106.1482669000
10.1575757576,16725840.6635597000
10.1595959596,15965575.1788524000
10.1616161616,15205309.6941451000
10.1636363636,14445044.2094379000
10.1656565657,13684778.7247306000
10.1676767677,12924513.2400234000
10.1696969697,12164247.7553161000
10.1717171717,11403982.2706089000
10.1737373737,10643716.7859016000
10.1757575758,9883451.3011943700
10.1777777778,9123185.8164871100
10.1797979798,8362920.3317798500
10.1818181818,7602654.8470725900
10.1838383838,6842389.3623653300
10.1858585859,6082123.8776580700
10.1878787879,5321858.3929508100
10.1898989899,4561592.9082435500
10.1919191919,3801327.4235362900
10.1939393939,3041061.9388290400
10.1959595960,2280796.4541217800
10.1979797980,1520530.9694145200
10.2000000000,760265.4847072600
10.2010000000,0.0000000000
15.0000000000,0.0000000000
,
