 Y [ m ],Tol_4_Velocity [ m s^-1 ], Velocity [ m s^-1 ]
0.01408390,0.49331057,0.49314207
0.01408971,0.49370053,0.49352708
0.01409552,0.49409077,0.49391234
0.01410132,0.49448127,0.49429795
0.01410713,0.49487206,0.49468377
0.01411293,0.49526310,0.49506986
0.01411874,0.49565437,0.49545619
0.01412455,0.49604589,0.49584275
0.01413035,0.49643776,0.49622959
0.01413616,0.49682987,0.49661669
0.01414196,0.49722221,0.49700406
0.01414777,0.49768749,0.49746224
0.01415357,0.49831396,0.49807686
0.01415938,0.49894083,0.49869198
0.01416519,0.49956822,0.49930757
0.01417099,0.50019604,0.49992356
0.01417680,0.50082433,0.50054002
0.01418260,0.50145310,0.50115693
0.01418841,0.50203919,0.50173217
0.01419422,0.50256753,0.50225103
0.01420002,0.50309628,0.50277025
0.01420583,0.50362551,0.50328994
0.01421163,0.50415510,0.50381011
0.01421744,0.50468516,0.50433058
0.01422324,0.50521564,0.50485158
0.01422905,0.50574654,0.50537288
0.01423486,0.50627792,0.50589460
0.01424066,0.50680965,0.50641680
0.01424647,0.50734180,0.50693929
0.01425227,0.50787449,0.50746232
0.01425808,0.50873268,0.50831401
0.01426389,0.50959259,0.50916725
0.01426969,0.51045310,0.51002115
0.01427550,0.51131409,0.51087552
0.01428130,0.51217574,0.51173043
0.01428711,0.51303786,0.51258600
0.01429292,0.51390058,0.51344204
0.01429872,0.51476383,0.51429868
0.01430453,0.51562768,0.51515579
0.01431033,0.51649201,0.51601344
0.01431614,0.51735699,0.51687163
0.01432194,0.51828164,0.51780444
0.01432775,0.51921165,0.51874375
0.01433356,0.52014256,0.51968396
0.01433936,0.52107424,0.52062500
0.01434517,0.52200681,0.52156681
0.01435097,0.52294022,0.52250957
0.01435678,0.52387446,0.52345306
0.01436259,0.52480954,0.52439749
0.01436839,0.52574551,0.52534264
0.01437420,0.52668208,0.52628863
0.01438000,0.52761966,0.52723551
0.01438581,0.52855808,0.52818316
0.01439162,0.52949715,0.52913153
0.01439742,0.53043717,0.53008085
0.01440323,0.53134191,0.53101790
0.01440903,0.53223801,0.53195202
0.01441484,0.53313446,0.53288656
0.01442064,0.53400129,0.53379321
0.01442645,0.53480417,0.53464019
0.01443226,0.53560740,0.53548747
0.01443806,0.53641099,0.53633517
0.01444387,0.53721493,0.53718323
0.01444967,0.53801936,0.53803176
0.01445548,0.53883857,0.53889471
0.01446129,0.53969425,0.53979343
0.01446709,0.54055029,0.54069245
0.01447290,0.54140681,0.54159212
0.01447870,0.54226375,0.54249197
0.01448451,0.54312104,0.54339248
0.01449031,0.54397875,0.54429334
0.01449612,0.54483688,0.54519451
0.01450193,0.54569548,0.54609621
0.01450773,0.54655445,0.54699832
0.01451354,0.54741377,0.54790092
0.01451934,0.54814404,0.54867595
0.01452515,0.54828680,0.54887027
0.01453096,0.54842967,0.54906482
0.01453676,0.54857266,0.54925942
0.01454257,0.54871577,0.54945421
0.01454837,0.54885900,0.54964918
0.01455418,0.54900235,0.54984421
0.01455999,0.54914576,0.55003947
0.01456579,0.54874092,0.54968518
0.01457160,0.54813647,0.54913086
0.01457740,0.54753214,0.54857665
0.01458321,0.54692775,0.54802233
0.01458901,0.54632324,0.54746813
0.01459482,0.54571885,0.54691386
0.01460063,0.54511452,0.54635960
0.01460643,0.54451001,0.54580534
0.01461224,0.54390562,0.54525113
0.01461804,0.54180747,0.54317880
0.01462385,0.53808945,0.53946024
0.01462966,0.53437167,0.53574187
0.01463546,0.53065437,0.53202397
0.01464127,0.52693725,0.52830625
0.01464707,0.52322066,0.52458894
0.01465288,0.51950437,0.52087188
0.01465868,0.51578850,0.51715529
0.01466449,0.51207292,0.51343900
0.01467030,0.50835788,0.50972307
0.01467610,0.50464320,0.50600755
0.01468191,0.50092894,0.50229239
0.01468771,0.49721512,0.49857759
0.01469352,0.49350169,0.49486324
0.01469933,0.48978871,0.49114931
0.01470513,0.48607624,0.48743573
0.01471094,0.48279008,0.48415446
0.01471674,0.47967267,0.48104417
0.01472255,0.47655553,0.47793421
0.01472836,0.46999210,0.47127959
0.01473416,0.46062791,0.46174330
0.01473997,0.44970253,0.45060059
0.01474577,0.43877861,0.43945932
0.01475158,0.42785624,0.42831963
0.01475738,0.41693553,0.41718155
0.01476319,0.40601674,0.40604538
0.01476900,0.39509979,0.39491117
0.01477480,0.38418496,0.38377902
0.01478061,0.37327251,0.37264922
0.01478641,0.36236262,0.36152199
0.01479222,0.35135168,0.35029164
0.01479803,0.34079534,0.33952168
0.01480383,0.33010507,0.32861546
0.01480964,0.31941843,0.31771293
0.01481544,0.30873579,0.30681446
0.01482125,0.29805753,0.29592049
0.01482705,0.28738418,0.28503156
0.01483286,0.27610534,0.27355474
0.01483867,0.26062170,0.25799376
0.01484447,0.24483500,0.24212041
0.01485028,0.22874519,0.22593471
0.01485608,0.21265793,0.20975167
0.01486189,0.19657387,0.19357188
0.01486770,0.18049383,0.17739631
0.01487350,0.16441903,0.16122618
0.01487931,0.14835115,0.14506336
0.01488511,0.13229273,0.12891054
0.01489092,0.11624766,0.11277206
0.01489673,0.10022238,0.09665509
0.01490253,0.08422817,0.08057254
0.01490834,0.06828687,0.06455014
0.01491414,0.00000000,0.00000000
0.01491995,0.00000000,0.00000000
0.01492575,0.00000000,0.00000000
0.01493156,0.00000000,0.00000000
0.01493737,0.00000000,0.00000000
0.01494317,0.00000000,0.00000000
0.01494898,0.00000000,0.00000000
0.01495478,0.00000000,0.00000000
0.01496059,0.00000000,0.00000000
0.01496640,0.00000000,0.00000000
0.01497220,0.00000000,0.00000000
0.01497801,0.00000000,0.00000000
0.01498381,0.00000000,0.00000000
0.01498962,0.00000000,0.00000000
0.01499543,0.00000000,0.00000000
0.01500123,0.00000000,0.00000000
0.01500704,0.00000000,0.00000000
0.01501284,0.00000000,0.00000000
0.01501865,0.00000000,0.00000000
0.01502445,0.00000000,0.00000000
0.01503026,0.00000000,0.00000000
0.01503607,0.00000000,0.00000000
0.01504187,0.00000000,0.00000000
0.01504768,0.00000000,0.00000000
0.01505348,0.00000000,0.00000000
0.01505929,0.00000000,0.00000000
0.01506510,0.00000000,0.00000000
0.01507090,0.00000000,0.00000000
0.01507671,0.00000000,0.00000000
0.01508251,0.00000000,0.00000000
0.01508832,0.00000000,0.00000000
0.01509412,0.00000000,0.00000000
0.01509993,0.00000000,0.00000000
0.01510574,0.00000000,0.00000000
0.01511154,0.00000000,0.00000000
0.01511735,0.00000000,0.00000000
0.01512315,0.00000000,0.00000000
0.01512896,0.00000000,0.00000000
0.01513477,0.00000000,0.00000000
0.01514057,0.00000000,0.00000000
0.01514638,0.00000000,0.00000000
0.01515218,0.00000000,0.00000000
0.01515799,0.00000000,0.00000000
0.01516380,0.00000000,0.00000000
0.01516960,0.00000000,0.00000000
0.01517541,0.00000000,0.00000000
0.01518121,0.00000000,0.00000000
0.01518702,0.00000000,0.00000000
0.01519282,0.00000000,0.00000000
0.01519863,0.00000000,0.00000000
0.01520444,0.00000000,0.00000000
0.01521024,0.00000000,0.00000000
0.01521605,0.00000000,0.00000000
0.01522185,0.00000000,0.00000000
0.01522766,0.00000000,0.00000000
0.01523347,0.00000000,0.00000000
0.01523927,0.00000000,0.00000000
0.01524508,0.00000000,0.00000000
0.01525088,0.00000000,0.00000000
0.01525669,0.00000000,0.00000000
0.01526249,0.00000000,0.00000000
0.01526830,0.00000000,0.00000000
0.01527411,0.00000000,0.00000000
0.01527991,0.00000000,0.00000000
0.01528572,0.00000000,0.00000000
0.01529152,0.00000000,0.00000000
0.01529733,0.00000000,0.00000000
0.01530314,0.00000000,0.00000000
0.01530894,0.00000000,0.00000000
0.01531475,0.00000000,0.00000000
0.01532055,0.00000000,0.00000000
0.01532636,0.00000000,0.00000000
0.01533217,0.00000000,0.00000000
0.01533797,0.00000000,0.00000000
0.01534378,0.00000000,0.00000000
0.01534958,0.00000000,0.00000000
0.01535539,0.00000000,0.00000000
0.01536119,0.00000000,0.00000000
0.01536700,0.00000000,0.00000000
0.01537281,0.00000000,0.00000000
0.01537861,0.00000000,0.00000000
0.01538442,0.00000000,0.00000000
0.01539022,0.00000000,0.00000000
0.01539603,0.00000000,0.00000000
0.01540184,0.00000000,0.00000000
0.01540764,0.00000000,0.00000000
0.01541345,0.00000000,0.00000000
0.01541925,0.00000000,0.00000000
0.01542506,0.00000000,0.00000000
