 Y [ m ], Velocity [ m s^-1 ], Tol_6_Velocity [ m s^-1 ]
0.01425227,1.26509762,1.27195573
0.01425808,1.26098931,1.26778662
0.01426389,1.25688350,1.26361978
0.01426969,1.25278008,1.25945532
0.0142755,1.24867916,1.25529337
0.0142813,1.24458075,1.25113392
0.01428711,1.24048483,1.24697697
0.01429292,1.23639154,1.24282241
0.01429872,1.23230076,1.23867023
0.01430453,1.22821260,1.23452091
0.01431033,1.22412682,1.2303741
0.01431614,1.22004402,1.22622979
0.01432194,1.21429551,1.22029495
0.01432775,1.20821178,1.21399939
0.01433356,1.20213664,1.20771241
0.01433936,1.19607019,1.20143378
0.01434517,1.19001257,1.1951642
0.01435097,1.18396378,1.18890345
0.01435678,1.17792404,1.18265164
0.01436259,1.17189372,1.17640913
0.01436839,1.16587281,1.17017603
0.0143742,1.15986121,1.16395259
0.01438,1.15363169,1.15751481
0.01438581,1.14705634,1.15073752
0.01439162,1.14048648,1.14396596
0.01439742,1.13392270,1.1372
0.01440323,1.12736428,1.13044
0.01440903,1.11877704,1.12162256
0.01441484,1.10743344,1.11001015
0.01442064,1.09609592,1.09840405
0.01442645,1.08476508,1.08680439
0.01443226,1.07344067,1.07521129
0.01443806,1.06213713,1.06363726
0.01444387,1.05103302,1.05223513
0.01444967,1.03994095,1.04084504
0.01445548,1.02886140,1.02946758
0.01446129,1.01779473,1.01810312
0.01446709,1.00674129,1.0067519
0.0144729,0.99570161,0.99541461
0.0144787,0.98467600,0.98409152
0.01448451,0.97366518,0.97278333
0.01449031,0.96266949,0.96149051
0.01449612,0.95168942,0.95021355
0.01450193,0.94072568,0.93895304
0.01450773,0.92407531,0.92195964
0.01451354,0.90189898,0.89939547
0.01451934,0.87974328,0.87685233
0.01452515,0.85760981,0.85433221
0.01453096,0.83550042,0.83183688
0.01453676,0.81341702,0.80936831
0.01454257,0.79136175,0.78692895
0.01454837,0.76933706,0.7645213
0.01455418,0.74734575,0.74214816
0.01455999,0.72539073,0.71981293
0.01456579,0.70347542,0.69751906
0.0145716,0.68160373,0.67527068
0.0145774,0.65977985,0.65307254
0.01458321,0.63800883,0.63092995
0.01458901,0.61629617,0.60884881
0.01459482,0.59464842,0.58683622
0.01460063,0.57307273,0.5649001
0.01460643,0.55157763,0.54304963
0.01461224,0.53040153,0.52154148
0.01461804,0.51076454,0.5016908
0.01462385,0.00000000,0
0.01462966,0.00000000,0
0.01463546,0.00000000,0
0.01464127,0.00000000,0
0.01464707,0.00000000,0
0.01465288,0.00000000,0
0.01465868,0.00000000,0
0.01466449,0.00000000,0
0.0146703,0.00000000,0
0.0146761,0.00000000,0
0.01468191,0.00000000,0
0.01468771,0.00000000,0
0.01469352,0.00000000,0
0.01469933,0.00000000,0
0.01470513,0.00000000,0
0.01471094,0.00000000,0
0.01471674,0.00000000,0
0.01472255,0.00000000,0
0.01472836,0.00000000,0
0.01473416,0.00000000,0
0.01473997,0.00000000,0
0.01474577,0.00000000,0
0.01475158,0.00000000,0
0.01475738,0.00000000,0
0.01476319,0.00000000,0
0.014769,0.00000000,0
0.0147748,0.00000000,0
0.01478061,0.00000000,0
0.01478641,0.00000000,0
0.01479222,0.00000000,0
0.01479803,0.00000000,0
0.01480383,0.00000000,0
0.01480964,0.00000000,0
0.01481544,0.00000000,0
0.01482125,0.00000000,0
0.01482705,0.00000000,0
0.01483286,0.00000000,0
0.01483867,0.00000000,0
0.01484447,0.00000000,0
0.01485028,0.00000000,0
0.01485608,0.00000000,0
0.01486189,0.00000000,0
0.0148677,0.00000000,0
0.0148735,0.00000000,0
0.01487931,0.00000000,0
0.01488511,0.00000000,0
0.01489092,0.00000000,0
0.01489673,0.00000000,0
0.01490253,0.00000000,0
0.01490834,0.00000000,0
0.01491414,0.00000000,0
0.01491995,0.00000000,0
0.01492575,0.00000000,0
0.01493156,0.00000000,0
0.01493737,0.00000000,0
0.01494317,0.00000000,0
0.01494898,0.00000000,0
0.01495478,0.00000000,0
0.01496059,0.00000000,0
0.0149664,0.00000000,0
0.0149722,0.00000000,0
0.01497801,0.00000000,0
0.01498381,0.00000000,0
0.01498962,0.00000000,0
0.01499543,0.00000000,0
0.01500123,0.00000000,0
0.01500704,0.00000000,0
0.01501284,0.00000000,0
0.01501865,0.00000000,0
0.01502445,0.00000000,0
0.01503026,0.00000000,0
0.01503607,0.00000000,0
0.01504187,0.00000000,0
0.01504768,0.00000000,0
0.01505348,0.00000000,0
0.01505929,0.00000000,0
0.0150651,0.00000000,0
0.0150709,0.00000000,0
0.01507671,0.00000000,0
0.01508251,0.00000000,0
0.01508832,0.00000000,0
0.01509412,0.00000000,0
0.01509993,0.00000000,0
0.01510574,0.00000000,0
0.01511154,0.00000000,0
0.01511735,0.00000000,0
0.01512315,0.00000000,0
0.01512896,0.00000000,0
0.01513477,0.00000000,0
0.01514057,0.00000000,0
0.01514638,0.00000000,0
0.01515218,0.00000000,0
0.01515799,0.00000000,0
0.0151638,0.00000000,0
0.0151696,0.00000000,0
0.01517541,0.00000000,0
0.01518121,0.00000000,0
0.01518702,0.00000000,0
0.01519282,0.00000000,0
0.01519863,0.00000000,0
0.01520444,0.00000000,0
0.01521024,0.00000000,0
0.01521605,0.00000000,0
0.01522185,0.00000000,0
0.01522766,0.00000000,0
0.01523347,0.00000000,0
0.01523927,0.00000000,0
0.01524508,0.00000000,0
0.01525088,0.00000000,0
0.01525669,0.00000000,0
0.01526249,0.00000000,0
0.0152683,0.00000000,0
0.01527411,0.00000000,0
0.01527991,0.00000000,0
0.01528572,0.00000000,0
0.01529152,0.00000000,0
0.01529733,0.00000000,0
0.01530314,0.00000000,0
0.01530894,0.00000000,0
0.01531475,0.00000000,0
0.01532055,0.00000000,0
0.01532636,0.00000000,0
0.01533217,0.00000000,0
0.01533797,0.00000000,0
0.01534378,0.00000000,0
0.01534958,0.00000000,0
0.01535539,0.00000000,0
0.01536119,0.00000000,0
0.015367,0.00000000,0
0.01537281,0.00000000,0
0.01537861,0.00000000,0
0.01538442,0.00000000,0
0.01539022,0.00000000,0
0.01539603,0.00000000,0
0.01540184,0.00000000,0
0.01540764,0.00000000,0
0.01541345,0.00000000,0
0.01541925,0.00000000,0
0.01542506,0.00000000,0
