 Y [ m ],Tol_4_Velocity [ m s^-1 ], Tol_6_Velocity [ m s^-1 ]
0.01431033,1.92852616,1.92910314
0.01431614,1.92939103,1.92998421
0.01432194,1.93033123,1.93093228
0.01432775,1.93127751,1.93188608
0.01433356,1.93222415,1.93284035
0.01433936,1.93317175,1.93379533
0.01434517,1.93411922,1.93475044
0.01435097,1.93506789,1.9357065
0.01435678,1.93601656,1.93666291
0.01436259,1.93696606,1.93761992
0.01436839,1.93791604,1.93857753
0.0143742,1.93886626,1.93953538
0.01438,1.93981743,1.94049382
0.01438581,1.94076872,1.94145286
0.01439162,1.94172072,1.9424125
0.01439742,1.94267309,1.94337261
0.01440323,1.94406867,1.94477403
0.01440903,1.94557607,1.94628632
0.01441484,1.94708383,1.94779944
0.01442064,1.94877923,1.94949675
0.01442645,1.95087576,1.95158696
0.01443226,1.95297325,1.95367861
0.01443806,1.95507169,1.95577109
0.01444387,1.95717096,1.95786428
0.01444967,1.95927131,1.95995867
0.01445548,1.96131587,1.96199715
0.01446129,1.96322107,1.96389556
0.01446709,1.96512699,1.96579468
0.0144729,1.96703386,1.96769476
0.0144787,1.96894145,1.96959543
0.01448451,1.97084975,1.97149706
0.01449031,1.97275889,1.9733994
0.01449612,1.97466874,1.97530246
0.01450193,1.97657931,1.97720647
0.01450773,1.97849071,1.97911108
0.01451354,1.98040295,1.98101652
0.01451934,1.98239434,1.98300338
0.01452515,1.98474431,1.98535764
0.01453096,1.98709548,1.9877131
0.01453676,1.98944807,1.99006999
0.01454257,1.99180198,1.99242842
0.01454837,1.99415708,1.99478793
0.01455418,1.99651349,1.99714887
0.01455999,1.99887109,1.99951088
0.01456579,2.00108337,2.00175118
0.0145716,2.00324345,2.00394726
0.0145774,2.00540423,2.00614429
0.01458321,2.00756574,2.00834179
0.01458901,2.00972819,2.01054049
0.01459482,2.01189137,2.0127399
0.01460063,2.01405478,2.01494026
0.01460643,2.01621938,2.0171411
0.01461224,2.01838493,2.0193429
0.01461804,2.0184257,2.01942778
0.01462385,2.01616216,2.01721597
0.01462966,2.01389885,2.01500392
0.01463546,2.01163554,2.01279235
0.01464127,2.00937176,2.01058054
0.01464707,2.00710845,2.00836921
0.01465288,2.00484514,2.00615764
0.01465868,2.00258231,2.00394654
0.01466449,2.000319,2.00173521
0.0146703,1.99805593,1.99952412
0.0146761,1.99579322,1.99731314
0.01468191,1.99353004,1.99510205
0.01468771,1.99126744,1.99289143
0.01469352,1.98900461,1.99068058
0.01469933,1.9867419,1.98846996
0.01470513,1.98447955,1.98625946
0.01471094,1.98291838,1.98475742
0.01471674,1.98163497,1.98353565
0.01472255,1.98035157,1.98231411
0.01472836,1.97131288,1.97323561
0.01473416,1.95420969,1.95597649
0.01473997,1.93203437,1.93356895
0.01474577,1.90986156,1.91116345
0.01475158,1.88769066,1.88876021
0.01475738,1.86552191,1.86635923
0.01476319,1.84335577,1.84396005
0.014769,1.82119179,1.82156336
0.0147748,1.79903054,1.79916894
0.01478061,1.7768718,1.77677739
0.01478641,1.75471592,1.75438809
0.01479222,1.73236239,1.73179936
0.01479803,1.71111703,1.71033382
0.01480383,1.68957806,1.68857062
0.01480964,1.66804194,1.66681063
0.01481544,1.64650881,1.64505339
0.01482125,1.62497914,1.62329924
0.01482705,1.6034528,1.60154843
0.01483286,1.57819736,1.5759716
0.01483867,1.52723956,1.52402651
0.01484447,1.47656655,1.47245133
0.01485028,1.42617917,1.42124796
0.01485608,1.37579715,1.37004995
0.01486189,1.32542121,1.31885791
0.0148677,1.27505207,1.26767242
0.0148735,1.22469032,1.21649468
0.01487931,1.17433703,1.16532528
0.01488511,1.12399328,1.11416554
0.01489092,1.07366061,1.06301689
0.01489673,1.02334046,1.01188087
0.01490253,0.9730348,0.96075982
0.01490834,0.92274612,0.90965587
0.01491414,0,0
0.01491995,0,0
0.01492575,0,0
0.01493156,0,0
0.01493737,0,0
0.01494317,0,0
0.01494898,0,0
0.01495478,0,0
0.01496059,0,0
0.0149664,0,0
0.0149722,0,0
0.01497801,0,0
0.01498381,0,0
0.01498962,0,0
0.01499543,0,0
0.01500123,0,0
0.01500704,0,0
0.01501284,0,0
0.01501865,0,0
0.01502445,0,0
0.01503026,0,0
0.01503607,0,0
0.01504187,0,0
0.01504768,0,0
0.01505348,0,0
0.01505929,0,0
0.0150651,0,0
0.0150709,0,0
0.01507671,0,0
0.01508251,0,0
0.01508832,0,0
0.01509412,0,0
0.01509993,0,0
0.01510574,0,0
0.01511154,0,0
0.01511735,0,0
0.01512315,0,0
0.01512896,0,0
0.01513477,0,0
0.01514057,0,0
0.01514638,0,0
0.01515218,0,0
0.01515799,0,0
0.0151638,0,0
0.0151696,0,0
0.01517541,0,0
0.01518121,0,0
0.01518702,0,0
0.01519282,0,0
0.01519863,0,0
0.01520444,0,0
0.01521024,0,0
0.01521605,0,0
0.01522185,0,0
0.01522766,0,0
0.01523347,0,0
0.01523927,0,0
0.01524508,0,0
0.01525088,0,0
0.01525669,0,0
0.01526249,0,0
0.0152683,0,0
0.01527411,0,0
0.01527991,0,0
0.01528572,0,0
0.01529152,0,0
0.01529733,0,0
0.01530314,0,0
0.01530894,0,0
0.01531475,0,0
0.01532055,0,0
0.01532636,0,0
0.01533217,0,0
0.01533797,0,0
0.01534378,0,0
0.01534958,0,0
0.01535539,0,0
0.01536119,0,0
0.015367,0,0
0.01537281,0,0
0.01537861,0,0
0.01538442,0,0
0.01539022,0,0
0.01539603,0,0
0.01540184,0,0
0.01540764,0,0
0.01541345,0,0
0.01541925,0,0
0.01542506,0,0
