[Name],,,
Line1mm,,,
,,,
[Data],,,
X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
0.0000000000,0.0045250002,0.0469250008,0.0083901649
0.0000000000,0.0045282007,0.0469250008,0.0083930083
0.0000000000,0.0045314012,0.0469250008,0.0083958814
0.0000000000,0.0045346017,0.0469250008,0.0083987564
0.0000000000,0.0045378022,0.0469250008,0.0084016342
0.0000000000,0.0045410027,0.0469250008,0.0084045148
0.0000000000,0.0045442032,0.0469250008,0.0084073981
0.0000000000,0.0045474037,0.0469250008,0.0084102815
0.0000000000,0.0045506041,0.0469250008,0.0084131705
0.0000000000,0.0045538046,0.0469250008,0.0084160594
0.0000000000,0.0045570051,0.0469250008,0.0084189512
0.0000000000,0.0045602056,0.0469250008,0.0084218448
0.0000000000,0.0045634061,0.0469250008,0.0084247412
0.0000000000,0.0045666066,0.0469250008,0.0084276404
0.0000000000,0.0045698071,0.0469250008,0.0084305396
0.0000000000,0.0045730076,0.0469250008,0.0084334444
0.0000000000,0.0045762081,0.0469250008,0.0084363492
0.0000000000,0.0045794086,0.0469250008,0.0084392568
0.0000000000,0.0045826091,0.0469250008,0.0084421663
0.0000000000,0.0045858095,0.0469250008,0.0084450785
0.0000000000,0.0045890100,0.0469250008,0.0084479935
0.0000000000,0.0045922105,0.0469250008,0.0084509086
0.0000000000,0.0045954110,0.0469250008,0.0084538292
0.0000000000,0.0045986115,0.0469250008,0.0084567489
0.0000000000,0.0046018120,0.0469250008,0.0084596723
0.0000000000,0.0046050125,0.0469250008,0.0084625976
0.0000000000,0.0046082130,0.0469250008,0.0084655266
0.0000000000,0.0046114135,0.0469250008,0.0084684575
0.0000000000,0.0046146140,0.0469250008,0.0084713893
0.0000000000,0.0046178144,0.0469250008,0.0084743239
0.0000000000,0.0046210149,0.0469250008,0.0084772604
0.0000000000,0.0046242154,0.0469250008,0.0084802005
0.0000000000,0.0046274159,0.0469250008,0.0084831426
0.0000000000,0.0046306164,0.0469250008,0.0084860846
0.0000000000,0.0046338169,0.0469250008,0.0084890304
0.0000000000,0.0046370174,0.0469250008,0.0084919799
0.0000000000,0.0046402179,0.0469250008,0.0084949303
0.0000000000,0.0046434184,0.0469250008,0.0084978826
0.0000000000,0.0046466189,0.0469250008,0.0085008377
0.0000000000,0.0046498193,0.0469250008,0.0085037947
0.0000000000,0.0046530198,0.0469250008,0.0085067535
0.0000000000,0.0046562203,0.0469250008,0.0085097142
0.0000000000,0.0046594208,0.0469250008,0.0085126776
0.0000000000,0.0046626213,0.0469250008,0.0085156439
0.0000000000,0.0046658218,0.0469250008,0.0085186111
0.0000000000,0.0046690223,0.0469250008,0.0085215839
0.0000000000,0.0046722228,0.0469250008,0.0085245548
0.0000000000,0.0046754233,0.0469250008,0.0085275294
0.0000000000,0.0046786238,0.0469250008,0.0085305078
0.0000000000,0.0046818242,0.0469250008,0.0085334862
0.0000000000,0.0046850247,0.0469250008,0.0085364673
0.0000000000,0.0046882252,0.0469250008,0.0085394513
0.0000000000,0.0046914257,0.0469250008,0.0085424362
0.0000000000,0.0046946262,0.0469250008,0.0085453745
0.0000000000,0.0046978267,0.0469250008,0.0085496074
0.0000000000,0.0047010272,0.0469250008,0.0085539091
0.0000000000,0.0047042277,0.0469250008,0.0085582128
0.0000000000,0.0047074282,0.0469250008,0.0085625192
0.0000000000,0.0047106287,0.0469250008,0.0085668266
0.0000000000,0.0047138291,0.0469250008,0.0085711367
0.0000000000,0.0047170296,0.0469250008,0.0085754497
0.0000000000,0.0047202301,0.0469250008,0.0085797645
0.0000000000,0.0047234306,0.0469250008,0.0085840803
0.0000000000,0.0047266311,0.0469250008,0.0085883997
0.0000000000,0.0047298316,0.0469250008,0.0085927201
0.0000000000,0.0047330321,0.0469250008,0.0085970433
0.0000000000,0.0047362326,0.0469250008,0.0086013693
0.0000000000,0.0047394331,0.0469250008,0.0086056981
0.0000000000,0.0047426336,0.0469250008,0.0086100278
