Time [s],Monitor Point: MouthpieceAbove1mm0mmTemp (Temperature) [K],Monitor Point: MouthpieceAbove1mm1mmTemp (Temperature) [K],Monitor Point: MouthpieceAbove1mm2mmTemp (Temperature) [K],Monitor Point: MouthpieceAbove1mm3mmTemp (Temperature) [K],Monitor Point: MouthpieceAbove1mm4mmTemp (Temperature) [K]
0.6539999840,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6549999710,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6560000180,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6570000050,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6579999920,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6589999790,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6600000260,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6610000130,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6620000000,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6629999880,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6639999750,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6650000210,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6660000090,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6669999960,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6679999830,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6690000300,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6700000170,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6710000040,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6719999910,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6729999780,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6740000250,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6750000120,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6759999990,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6769999860,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6779999730,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6790000200,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6800000070,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6809999940,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6819999810,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6830000280,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6840000150,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6850000020,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6859999900,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6869999770,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6880000230,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6890000100,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6899999980,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6909999850,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6919999720,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6930000190,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6940000060,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6949999930,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6959999800,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6970000270,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6980000140,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6990000010,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.6999999880,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7009999750,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7020000220,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7030000090,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7039999960,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7049999830,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7059999700,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7070000170,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7080000040,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7089999910,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7099999790,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7110000250,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7120000120,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7130000000,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7139999870,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7149999740,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7160000210,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7170000080,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7179999950,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7189999820,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7200000290,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7210000160,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7220000030,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7229999900,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7239999770,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7250000240,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7260000110,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7269999980,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7279999850,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7289999720,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7300000190,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7310000060,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7319999930,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7329999800,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7340000270,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7350000140,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7360000010,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7369999890,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7379999760,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7390000220,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7400000100,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7409999970,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7419999840,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7429999710,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7440000180,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7450000050,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7459999920,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7469999790,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7480000260,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7490000130,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7500000000,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7509999870,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7519999740,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7530000210,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7540000080,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7549999950,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7559999820,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7570000290,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7580000160,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7590000030,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7599999900,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7609999780,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7620000240,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7630000110,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7639999990,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7649999860,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7659999730,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7670000200,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7680000070,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7689999940,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7699999810,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7710000280,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7720000150,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7730000020,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7739999890,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7749999760,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7760000230,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7770000100,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7779999970,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7789999840,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7799999710,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7810000180,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7820000050,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7829999920,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7839999790,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7850000260,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7860000130,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7870000000,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7879999880,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7889999750,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7900000210,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7910000090,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7919999960,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7929999830,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7940000300,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7950000170,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7960000040,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7969999910,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7979999780,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.7990000250,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8000000120,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8009999990,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8019999860,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8029999730,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8040000200,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8050000070,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8059999940,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8069999810,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8080000280,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8090000150,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8100000020,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8109999900,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8119999770,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8130000230,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8140000100,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8149999980,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8159999850,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8169999720,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8180000190,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8190000060,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8199999930,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8209999800,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8220000270,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8230000140,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8240000010,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8249999880,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8259999750,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8270000220,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8280000090,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8289999960,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8299999830,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8309999700,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8320000170,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8330000040,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8339999910,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8349999790,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8360000250,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8370000120,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8380000000,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8389999870,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8399999740,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8410000210,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8420000080,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8429999950,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8439999820,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8450000290,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8460000160,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8470000030,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8479999900,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8489999770,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8500000240,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8510000110,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8519999980,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8529999850,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8539999720,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8550000190,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8560000060,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8569999930,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8579999800,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8590000270,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8600000140,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8610000010,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8619999890,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8629999760,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8640000220,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8650000100,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8659999970,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8669999840,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8679999710,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8690000180,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8700000050,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8709999920,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8719999790,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8730000260,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8740000130,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8750000000,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8759999870,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8769999740,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8780000210,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8790000080,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8799999950,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8809999820,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8820000290,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8830000160,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8840000030,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8849999900,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8859999780,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8870000240,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8880000110,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8889999990,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8899999860,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8909999730,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8920000200,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8930000070,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8939999940,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8949999810,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8960000280,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8970000150,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8980000020,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8989999890,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.8999999760,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9010000230,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9020000100,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9029999970,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9039999840,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9049999710,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9060000180,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9070000050,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9079999920,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9089999790,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9100000260,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9110000130,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9120000000,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9129999880,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9139999750,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9150000210,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9160000090,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9169999960,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9179999830,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9190000300,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9200000170,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9210000040,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9219999910,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9229999780,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9240000250,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9250000120,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9259999990,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9269999860,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9279999730,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9290000200,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9300000070,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9309999940,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9319999810,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9330000280,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9340000150,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9350000020,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9359999900,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9369999770,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9380000230,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9390000100,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9399999980,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9409999850,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9419999720,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9430000190,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9440000060,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9449999930,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9459999800,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9470000270,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9480000140,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9490000010,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9499999880,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9509999750,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9520000220,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9530000090,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9539999960,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9549999830,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9559999700,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9570000170,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9580000040,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9589999910,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9599999790,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9610000250,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9620000120,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9630000000,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9639999870,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9649999740,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9660000210,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9670000080,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9679999950,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9689999820,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9700000290,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9710000160,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9720000030,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9729999900,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9739999770,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9750000240,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9760000110,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9769999980,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9779999850,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9789999720,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9800000190,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9810000060,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
0.9819999930,293.1499940000,293.1499940000,293.1499940000,293.1499940000,293.1499940000
