Time [ s ],Monitor Point: Coil12 X0 Z0089 (Temperature) [ K ]
2.4430000800,295.8128360000
2.4440000100,295.8137820000
2.4449999300,295.8146970000
2.4460001000,295.8156130000
2.4470000300,295.8165280000
2.4479999500,295.8174440000
2.4489998800,295.8183590000
2.4500000500,295.8192750000
2.4509999800,295.8202210000
2.4519999000,295.8211360000
2.4530000700,295.8220520000
2.4540000000,295.8229680000
2.4549999200,295.8238830000
2.4560000900,295.8247990000
2.4570000200,295.8257450000
2.4579999400,295.8266600000
2.4590001100,295.8275760000
2.4600000400,295.8284910000
2.4609999700,295.8294070000
2.4619998900,295.8303220000
2.4630000600,295.8312380000
2.4639999900,295.8321530000
2.4649999100,295.8330690000
2.4660000800,295.8340150000
2.4670000100,295.8349000000
2.4679999400,295.8358150000
2.4690001000,295.8367610000
2.4700000300,295.8376770000
2.4709999600,295.8385930000
2.4719998800,295.8395080000
2.4730000500,295.8404240000
2.4739999800,295.8413390000
2.4749999000,295.8422550000
2.4760000700,295.8431700000
2.4770000000,295.8440860000
2.4779999300,295.8450010000
2.4790000900,295.8459170000
2.4800000200,295.8468320000
2.4809999500,295.8477480000
2.4820001100,295.8486630000
2.4830000400,295.8495790000
2.4839999700,295.8504940000
2.4849999000,295.8514100000
2.4860000600,295.8523250000
2.4869999900,295.8532410000
2.4879999200,295.8541560000
2.4890000800,295.8550720000
2.4900000100,295.8559880000
2.4909999400,295.8569030000
2.4920001000,295.8578190000
2.4930000300,295.8587340000
2.4939999600,295.8596500000
2.4949998900,295.8605650000
2.4960000500,295.8614810000
2.4969999800,295.8623960000
2.4979999100,295.8633120000
2.4990000700,295.8642270000
2.5000000000,295.8651430000
2.5009999300,295.8660280000
2.5020000900,295.8669740000
2.5030000200,295.8678590000
2.5039999500,295.8687740000
2.5050001100,295.8696900000
2.5060000400,295.8706050000
2.5069999700,295.8715210000
2.5079999000,295.8724370000
2.5090000600,295.8733520000
2.5099999900,295.8742680000
2.5109999200,295.8751830000
2.5120000800,295.8760680000
2.5130000100,295.8770140000
2.5139999400,295.8778990000
2.5150001000,295.8788150000
2.5160000300,295.8797300000
2.5169999600,295.8806460000
2.5179998900,295.8815610000
2.5190000500,295.8824460000
2.5199999800,295.8833920000
2.5209999100,295.8842770000
2.5220000700,295.8851930000
2.5230000000,295.8861080000
2.5239999300,295.8870240000
2.5250001000,295.8879390000
2.5260000200,295.8888550000
2.5269999500,295.8897400000
2.5280001200,295.8906560000
2.5290000400,295.8915710000
2.5299999700,295.8924870000
2.5309999000,295.8934020000
2.5320000600,295.8942870000
2.5329999900,295.8952030000
2.5339999200,295.8961180000
2.5350000900,295.8970340000
2.5360000100,295.8979490000
2.5369999400,295.8988340000
2.5380001100,295.8997500000
2.5390000300,295.9006650000
2.5399999600,295.9015810000
2.5409998900,295.9024660000
2.5420000600,295.9033810000
2.5429999800,295.9042970000
2.5439999100,295.9052120000
2.5450000800,295.9060970000
2.5460000000,295.9070130000
2.5469999300,295.9079280000
2.5480001000,295.9088440000
2.5490000200,295.9097290000
2.5499999500,295.9106450000
2.5510001200,295.9115600000
2.5520000500,295.9124450000
2.5529999700,295.9133610000
2.5539999000,295.9142760000
2.5550000700,295.9151920000
2.5559999900,295.9160770000
2.5569999200,295.9169920000
2.5580000900,295.9179080000
2.5590000200,295.9188230000
2.5599999400,295.9197080000
2.5610001100,295.9206240000
2.5620000400,295.9215390000
2.5629999600,295.9224240000
2.5639998900,295.9233400000
2.5650000600,295.9242250000
2.5659999800,295.9251400000
2.5669999100,295.9260560000
2.5680000800,295.9269710000
2.5690000100,295.9278560000
2.5699999300,295.9287720000
2.5710001000,295.9296570000
2.5720000300,295.9305730000
2.5729999500,295.9314880000
2.5739998800,295.9324040000
2.5750000500,295.9332890000
2.5759999800,295.9342040000
2.5769999000,295.9350890000
2.5780000700,295.9360050000
2.5790000000,295.9369200000
2.5799999200,295.9378050000
2.5810000900,295.9387210000
2.5820000200,295.9396060000
2.5829999400,295.9405210000
2.5840001100,295.9414060000
2.5850000400,295.9423220000
2.5859999700,295.9432370000
2.5869998900,295.9441220000
2.5880000600,295.9450380000
2.5889999900,295.9459530000
2.5899999100,295.9468380000
2.5910000800,295.9477540000
2.5920000100,295.9486390000
2.5929999400,295.9495540000
2.5940001000,295.9504390000
2.5950000300,295.9513550000
2.5959999600,295.9522400000
2.5969998800,295.9531560000
2.5980000500,295.9540410000
2.5989999800,295.9549560000
2.5999999000,295.9558410000
2.6010000700,295.9567570000
2.6020000000,295.9576420000
2.6029999300,295.9585570000
2.6040000900,295.9594730000
2.6050000200,295.9603580000
2.6059999500,295.9612730000
2.6070001100,295.9621580000
2.6080000400,295.9630740000
2.6089999700,295.9639590000
2.6099999000,295.9648740000
2.6110000600,295.9657590000
2.6119999900,295.9666440000
2.6129999200,295.9675600000
2.6140000800,295.9684450000
2.6150000100,295.9693600000
2.6159999400,295.9702450000
2.6170001000,295.9711610000
2.6180000300,295.9720460000
2.6189999600,295.9729610000
2.6199998900,295.9738460000
2.6210000500,295.9747310000
2.6219999800,295.9756470000
2.6229999100,295.9765320000
2.6240000700,295.9774480000
2.6250000000,295.9783330000
2.6259999300,295.9792180000
2.6270000900,295.9801330000
2.6280000200,295.9810180000
2.6289999500,295.9819340000
2.6300001100,295.9828190000
2.6310000400,295.9837340000
2.6319999700,295.9846190000
2.6329999000,295.9855350000
2.6340000600,295.9864200000
2.6349999900,295.9873050000
2.6359999200,295.9881900000
2.6370000800,295.9891050000
2.6380000100,295.9899900000
2.6389999400,295.9908750000
2.6400001000,295.9917910000
2.6410000300,295.9926760000
2.6419999600,295.9935910000
2.6429998900,295.9944760000
2.6440000500,295.9953610000
2.6449999800,295.9962770000
2.6459999100,295.9971620000
2.6470000700,295.9980470000
2.6480000000,295.9989620000
2.6489999300,295.9998470000
2.6500001000,296.0007320000
2.6510000200,296.0016480000
2.6519999500,296.0025330000
2.6530001200,296.0034180000
2.6540000400,296.0043330000
2.6549999700,296.0052190000
2.6559999000,296.0061040000
2.6570000600,296.0069890000
2.6579999900,296.0079040000
2.6589999200,296.0087890000
2.6600000900,296.0096740000
2.6610000100,296.0105900000
2.6619999400,296.0114750000
2.6630001100,296.0123600000
2.6640000300,296.0132750000
2.6649999600,296.0141600000
2.6659998900,296.0150450000
2.6670000600,296.0159300000
2.6679999800,296.0168150000
2.6689999100,296.0177310000
2.6700000800,296.0186160000
2.6710000000,296.0195010000
2.6719999300,296.0203860000
2.6730001000,296.0213010000
2.6740000200,296.0221860000
2.6749999500,296.0230710000
2.6760001200,296.0239560000
2.6770000500,296.0248410000
2.6779999700,296.0257260000
2.6789999000,296.0266420000
2.6800000700,296.0275270000
2.6809999900,296.0284120000
2.6819999200,296.0292970000
2.6830000900,296.0302120000
2.6840000200,296.0310970000
2.6849999400,296.0319820000
2.6860001100,296.0328670000
2.6870000400,296.0337520000
2.6879999600,296.0346370000
2.6889998900,296.0355530000
2.6900000600,296.0364380000
2.6909999800,296.0373840000
2.6919999100,296.0382690000
2.6930000800,296.0391240000
2.6940000100,296.0399780000
2.6949999300,296.0409550000
2.6960001000,296.0418090000
2.6970000300,296.0426940000
2.6979999500,296.0435490000
2.6989998800,296.0444950000
2.7000000500,296.0453800000
2.7009999800,296.0462340000
2.7019999000,296.0471800000
2.7030000700,296.0480350000
2.7040000000,296.0488890000
2.7049999200,296.0498350000
2.7060000900,296.0507200000
2.7070000200,296.0516360000
2.7079999400,296.0524900000
2.7090001100,296.0534060000
2.7100000400,296.0542600000
2.7109999700,296.0551760000
2.7119998900,296.0560300000
2.7130000600,296.0569460000
2.7139999900,296.0578000000
2.7149999100,296.0587160000
2.7160000800,296.0595700000
2.7170000100,296.0604860000
2.7179999400,296.0613400000
2.7190001000,296.0622560000
2.7200000300,296.0632020000
2.7209999600,296.0640260000
2.7219998800,296.0649410000
2.7230000500,296.0658570000
2.7239999800,296.0666810000
2.7249999000,296.0675960000
2.7260000700,296.0685120000
2.7270000000,296.0693360000
2.7279999300,296.0702510000
2.7290000900,296.0711670000
2.7300000200,296.0720520000
2.7309999500,296.0728760000
2.7320001100,296.0737920000
2.7330000400,296.0746770000
2.7339999700,296.0755920000
2.7349999000,296.0764770000
2.7360000600,296.0773010000
2.7369999900,296.0781860000
2.7379999200,296.0791020000
2.7390000800,296.0800170000
2.7400000100,296.0809020000
2.7409999400,296.0817870000
2.7420001000,296.0826720000
2.7430000300,296.0835570000
2.7439999600,296.0844420000
2.7449998900,296.0853270000
2.7460000500,296.0862120000
2.7469999800,296.0870670000
2.7479999100,296.0879820000
2.7490000700,296.0888370000
2.7500000000,296.0897220000
2.7509999300,296.0906070000
2.7520000900,296.0914920000
2.7530000200,296.0923770000
2.7539999500,296.0932620000
2.7550001100,296.0941470000
2.7560000400,296.0950320000
2.7569999700,296.0958860000
2.7579999000,296.0967710000
2.7590000600,296.0976560000
2.7599999900,296.0985410000
2.7609999200,296.0994260000
2.7620000800,296.1003110000
2.7630000100,296.1011960000
2.7639999400,296.1020810000
2.7650001000,296.1029360000
2.7660000300,296.1038210000
2.7669999600,296.1047060000
2.7679998900,296.1055910000
2.7690000500,296.1064760000
2.7699999800,296.1073610000
2.7709999100,296.1082150000
2.7720000700,296.1091000000
2.7730000000,296.1099850000
2.7739999300,296.1108700000
2.7750001000,296.1117550000
2.7760000200,296.1126400000
2.7769999500,296.1134950000
2.7780001200,296.1143800000
2.7790000400,296.1152650000
2.7799999700,296.1161500000
2.7809999000,296.1170350000
2.7820000600,296.1178890000
2.7829999900,296.1187740000
2.7839999200,296.1196590000
2.7850000900,296.1205440000
2.7860000100,296.1213990000
2.7869999400,296.1222840000
2.7880001100,296.1231690000
2.7890000300,296.1240540000
2.7899999600,296.1249080000
2.7909998900,296.1257930000
2.7920000600,296.1266780000
2.7929999800,296.1275630000
2.7939999100,296.1284180000
2.7950000800,296.1293030000
2.7960000000,296.1301880000
2.7969999300,296.1310730000
2.7980001000,296.1319270000
2.7990000200,296.1328130000
2.7999999500,296.1336980000
2.8010001200,296.1345520000
2.8020000500,296.1354370000
2.8029999700,296.1363220000
2.8039999000,296.1371770000
2.8050000700,296.1380620000
2.8059999900,296.1389470000
2.8069999200,296.1398320000
2.8080000900,296.1406860000
2.8090000200,296.1415710000
2.8099999400,296.1424260000
2.8110001100,296.1433110000
2.8120000400,296.1441960000
2.8129999600,296.1450810000
2.8139998900,296.1459350000
2.8150000600,296.1468200000
2.8159999800,296.1477050000
2.8169999100,296.1485600000
2.8180000800,296.1494450000
2.8190000100,296.1502990000
2.8199999300,296.1511840000
2.8210001000,296.1520690000
2.8220000300,296.1529240000
2.8229999500,296.1538090000
2.8239998800,296.1546940000
2.8250000500,296.1555480000
2.8259999800,296.1564330000
2.8269999000,296.1572880000
2.8280000700,296.1581730000
2.8290000000,296.1590270000
2.8299999200,296.1599120000
2.8310000900,296.1607970000
2.8320000200,296.1616520000
2.8329999400,296.1625370000
2.8340001100,296.1633910000
2.8350000400,296.1642760000
2.8359999700,296.1651610000
2.8369998900,296.1660160000
2.8380000600,296.1669010000
2.8389999900,296.1677550000
2.8399999100,296.1686400000
2.8410000800,296.1694950000
2.8420000100,296.1703800000
2.8429999400,296.1712650000
2.8440001000,296.1721190000
2.8450000300,296.1730040000
2.8459999600,296.1738590000
2.8469998800,296.1747440000
2.8480000500,296.1755980000
2.8489999800,296.1764830000
2.8499999000,296.1773380000
2.8510000700,296.1782230000
2.8520000000,296.1790770000
2.8529999300,296.1799620000
2.8540000900,296.1808170000
2.8550000200,296.1817020000
2.8559999500,296.1825560000
2.8570001100,296.1834410000
2.8580000400,296.1842960000
2.8589999700,296.1851500000
2.8599999000,296.1860350000
2.8610000600,296.1868900000
2.8619999900,296.1877750000
2.8629999200,296.1886290000
2.8640000800,296.1895140000
2.8650000100,296.1903690000
2.8659999400,296.1912540000
2.8670001000,296.1921080000
2.8680000300,296.1929930000
2.8689999600,296.1938480000
2.8699998900,296.1947330000
2.8710000500,296.1955870000
2.8719999800,296.1964420000
2.8729999100,296.1973270000
2.8740000700,296.1981810000
2.8750000000,296.1990360000
2.8759999300,296.1999210000
2.8770000900,296.2007750000
2.8780000200,296.2016600000
2.8789999500,296.2025150000
2.8800001100,296.2034000000
2.8810000400,296.2042540000
2.8819999700,296.2051090000
2.8829999000,296.2059940000
2.8840000600,296.2068480000
2.8849999900,296.2077330000
2.8859999200,296.2085880000
2.8870000800,296.2094420000
2.8880000100,296.2102970000
2.8889999400,296.2111820000
2.8900001000,296.2120360000
2.8910000300,296.2129210000
2.8919999600,296.2137760000
2.8929998900,296.2146300000
2.8940000500,296.2155150000
2.8949999800,296.2163700000
2.8959999100,296.2172240000
2.8970000700,296.2181090000
2.8980000000,296.2189640000
2.8989999300,296.2198180000
2.9000001000,296.2207030000
2.9010000200,296.2215580000
2.9019999500,296.2224120000
2.9030001200,296.2232670000
2.9040000400,296.2241520000
2.9049999700,296.2250060000
2.9059999000,296.2258610000
2.9070000600,296.2267460000
2.9079999900,296.2276000000
2.9089999200,296.2284550000
2.9100000900,296.2293090000
2.9110000100,296.2301940000
2.9119999400,296.2310490000
2.9130001100,296.2319030000
2.9140000300,296.2327580000
2.9149999600,296.2336430000
2.9159998900,296.2344970000
2.9170000600,296.2353520000
2.9179999800,296.2362060000
2.9189999100,296.2370910000
2.9200000800,296.2379460000
2.9210000000,296.2388000000
2.9219999300,296.2396850000
2.9230001000,296.2405400000
2.9240000200,296.2413940000
2.9249999500,296.2422490000
2.9260001200,296.2431030000
2.9270000500,296.2439580000
2.9279999700,296.2448430000
2.9289999000,296.2456970000
2.9300000700,296.2465520000
2.9309999900,296.2474060000
2.9319999200,296.2482910000
2.9330000900,296.2491460000
2.9340000200,296.2500000000
2.9349999400,296.2508540000
2.9360001100,296.2517090000
2.9370000400,296.2525940000
2.9379999600,296.2534480000
2.9389998900,296.2543030000
2.9400000600,296.2551570000
2.9409999800,296.2560120000
2.9419999100,296.2568660000
2.9430000800,296.2577210000
2.9440000100,296.2585750000
2.9449999300,296.2594600000
2.9460001000,296.2603150000
2.9470000300,296.2611690000
2.9479999500,296.2620240000
2.9489998800,296.2628780000
2.9500000500,296.2637330000
2.9509999800,296.2645870000
2.9519999000,296.2654720000
2.9530000700,296.2663270000
2.9540000000,296.2671810000
2.9549999200,296.2680360000
2.9560000900,296.2688900000
2.9570000200,296.2697450000
2.9579999400,296.2705990000
2.9590001100,296.2714540000
2.9600000400,296.2723080000
2.9609999700,296.2731630000
2.9619998900,296.2740170000
2.9630000600,296.2749020000
2.9639999900,296.2757260000
2.9649999100,296.2766110000
2.9660000800,296.2774660000
2.9670000100,296.2783200000
2.9679999400,296.2791750000
2.9690001000,296.2800290000
2.9700000300,296.2808840000
2.9709999600,296.2817380000
2.9719998800,296.2825930000
2.9730000500,296.2834470000
2.9739999800,296.2843020000
2.9749999000,296.2851560000
2.9760000700,296.2860110000
2.9770000000,296.2868650000
2.9779999300,296.2877200000
2.9790000900,296.2885740000
2.9800000200,296.2894290000
2.9809999500,296.2902830000
2.9820001100,296.2911380000
2.9830000400,296.2919920000
2.9839999700,296.2928470000
2.9849999000,296.2937010000
2.9860000600,296.2945560000
2.9869999900,296.2954100000
2.9879999200,296.2962650000
2.9890000800,296.2971190000
2.9900000100,296.2979740000
2.9909999400,296.2988280000
2.9920001000,296.2996830000
2.9930000300,296.3005370000
2.9939999600,296.3013920000
2.9949998900,296.3022460000
2.9960000500,296.3031010000
2.9969999800,296.3039550000
2.9979999100,296.3047790000
2.9990000700,296.3056640000
3.0000000000,296.3064880000
3.0009999300,296.3073430000
3.0020000900,296.3081970000
3.0030000200,296.3090520000
3.0039999500,296.3099060000
3.0050001100,296.3107600000
3.0060000400,296.3116150000
3.0069999700,296.3124690000
3.0079999000,296.3133240000
3.0090000600,296.3141480000
3.0099999900,296.3150020000
3.0109999200,296.3158570000
3.0120000800,296.3167110000
3.0130000100,296.3175660000
3.0139999400,296.3184200000
3.0150001000,296.3192750000
3.0160000300,296.3201290000
3.0169999600,296.3209840000
3.0179998900,296.3218080000
3.0190000500,296.3226620000
3.0199999800,296.3235170000
3.0209999100,296.3243710000
3.0220000700,296.3252260000
3.0230000000,296.3260800000
3.0239999300,296.3269350000
3.0250001000,296.3277590000
3.0260000200,296.3286130000
3.0269999500,296.3294680000
3.0280001200,296.3303220000
3.0290000400,296.3311460000
3.0299999700,296.3320010000
3.0309999000,296.3328550000
3.0320000600,296.3337100000
3.0329999900,296.3345640000
3.0339999200,296.3353880000
3.0350000900,296.3362430000
3.0360000100,296.3370970000
3.0369999400,296.3379520000
3.0380001100,296.3387760000
3.0390000300,296.3396300000
3.0399999600,296.3404850000
3.0409998900,296.3413390000
3.0420000600,296.3421940000
3.0429999800,296.3430180000
3.0439999100,296.3438720000
3.0450000800,296.3447270000
3.0460000000,296.3455810000
3.0469999300,296.3464050000
3.0480001000,296.3472600000
3.0490000200,296.3481140000
3.0499999500,296.3489690000
3.0510001200,296.3497920000
3.0520000500,296.3506470000
3.0529999700,296.3515010000
3.0539999000,296.3523250000
3.0550000700,296.3531800000
3.0559999900,296.3540340000
3.0569999200,296.3548890000
3.0580000900,296.3557130000
3.0590000200,296.3565670000
3.0599999400,296.3574220000
3.0610001100,296.3582460000
3.0620000400,296.3591000000
3.0629999600,296.3599550000
3.0639998900,296.3607790000
3.0650000600,296.3616330000
3.0659999800,296.3624880000
3.0669999100,296.3633420000
3.0680000800,296.3641660000
3.0690000100,296.3650210000
3.0699999300,296.3658750000
3.0710001000,296.3666990000
3.0720000300,296.3675540000
3.0729999500,296.3683780000
3.0739998800,296.3692320000
3.0750000500,296.3700870000
3.0759999800,296.3709110000
3.0769999000,296.3717650000
3.0780000700,296.3725890000
3.0790000000,296.3734440000
3.0799999200,296.3742980000
3.0810000900,296.3751220000
3.0820000200,296.3759770000
3.0829999400,296.3768310000
3.0840001100,296.3776550000
3.0850000400,296.3785100000
3.0859999700,296.3793330000
3.0869998900,296.3801880000
3.0880000600,296.3810420000
3.0889999900,296.3818660000
3.0899999100,296.3827210000
3.0910000800,296.3835450000
3.0920000100,296.3843990000
3.0929999400,296.3852540000
3.0940001000,296.3860780000
3.0950000300,296.3869320000
3.0959999600,296.3877560000
3.0969998800,296.3886110000
3.0980000500,296.3894350000
3.0989999800,296.3902890000
3.0999999000,296.3911130000
3.1010000700,296.3919680000
3.1020000000,296.3927920000
3.1029999300,296.3936460000
3.1040000900,296.3944700000
3.1050000200,296.3953250000
3.1059999500,296.3961490000
3.1070001100,296.3970030000
3.1080000400,296.3978270000
3.1089999700,296.3986820000
3.1099999000,296.3995060000
3.1110000600,296.4003600000
3.1119999900,296.4012150000
3.1129999200,296.4020390000
3.1140000800,296.4028630000
3.1150000100,296.4037170000
3.1159999400,296.4045410000
3.1170001000,296.4053960000
3.1180000300,296.4062190000
3.1189999600,296.4070740000
3.1199998900,296.4078980000
3.1210000500,296.4087520000
3.1219999800,296.4095760000
3.1229999100,296.4104310000
3.1240000700,296.4112550000
3.1250000000,296.4120790000
3.1259999300,296.4129330000
3.1270000900,296.4137570000
3.1280000200,296.4146120000
3.1289999500,296.4154360000
3.1300001100,296.4162900000
3.1310000400,296.4171140000
3.1319999700,296.4179380000
3.1329999000,296.4187930000
3.1340000600,296.4196170000
3.1349999900,296.4204710000
3.1359999200,296.4212950000
3.1370000800,296.4221190000
3.1380000100,296.4229740000
3.1389999400,296.4237980000
3.1400001000,296.4246520000
3.1410000300,296.4254760000
3.1419999600,296.4263000000
3.1429998900,296.4271550000
3.1440000500,296.4279790000
3.1449999800,296.4288330000
3.1459999100,296.4296570000
3.1470000700,296.4304810000
3.1480000000,296.4313050000
3.1489999300,296.4321590000
3.1500001000,296.4329830000
3.1510000200,296.4338380000
3.1519999500,296.4346620000
3.1530001200,296.4354860000
3.1540000400,296.4363400000
3.1549999700,296.4371640000
3.1559999000,296.4379880000
3.1570000600,296.4388430000
3.1579999900,296.4396670000
3.1589999200,296.4404910000
3.1600000900,296.4413450000
3.1610000100,296.4421690000
3.1619999400,296.4429930000
3.1630001100,296.4438170000
3.1640000300,296.4446720000
3.1649999600,296.4454960000
3.1659998900,296.4463200000
3.1670000600,296.4471740000
3.1679999800,296.4479980000
3.1689999100,296.4488220000
3.1700000800,296.4496460000
3.1710000000,296.4505000000
3.1719999300,296.4513240000
3.1730001000,296.4521480000
3.1740000200,296.4530030000
3.1749999500,296.4538270000
3.1760001200,296.4546510000
3.1770000500,296.4554750000
3.1779999700,296.4562990000
3.1789999000,296.4571530000
3.1800000700,296.4579770000
3.1809999900,296.4588010000
3.1819999200,296.4596250000
3.1830000900,296.4604800000
3.1840000200,296.4613040000
3.1849999400,296.4621280000
3.1860001100,296.4629520000
3.1870000400,296.4637760000
3.1879999600,296.4646300000
3.1889998900,296.4654540000
3.1900000600,296.4662780000
3.1909999800,296.4671020000
3.1919999100,296.4679260000
3.1930000800,296.4687810000
3.1940000100,296.4696040000
3.1949999300,296.4704280000
3.1960001000,296.4712520000
3.1970000300,296.4720760000
3.1979999500,296.4729000000
3.1989998800,296.4737550000
3.2000000500,296.4745790000
3.2009999800,296.4754030000
3.2019999000,296.4762270000
3.2030000700,296.4770510000
3.2040000000,296.4778750000
3.2049999200,296.4786990000
3.2060000900,296.4795530000
3.2070000200,296.4803770000
3.2079999400,296.4812010000
3.2090001100,296.4820250000
3.2100000400,296.4828490000
3.2109999700,296.4836730000
3.2119998900,296.4844970000
3.2130000600,296.4853520000
3.2139999900,296.4861450000
3.2149999100,296.4870000000
3.2160000800,296.4878230000
3.2170000100,296.4886470000
3.2179999400,296.4894710000
3.2190001000,296.4902950000
3.2200000300,296.4911190000
3.2209999600,296.4919430000
3.2219998800,296.4927670000
3.2230000500,296.4935910000
3.2239999800,296.4944150000
3.2249999000,296.4952390000
3.2260000700,296.4960940000
3.2270000000,296.4969180000
3.2279999300,296.4977420000
3.2290000900,296.4985660000
3.2300000200,296.4993900000
3.2309999500,296.5002140000
3.2320001100,296.5010380000
3.2330000400,296.5018620000
3.2339999700,296.5026860000
3.2349999000,296.5035100000
3.2360000600,296.5043330000
3.2369999900,296.5051570000
3.2379999200,296.5059810000
3.2390000800,296.5068050000
3.2400000100,296.5076290000
3.2409999400,296.5084530000
3.2420001000,296.5092770000
3.2430000300,296.5101010000
3.2439999600,296.5109250000
3.2449998900,296.5117490000
3.2460000500,296.5125730000
3.2469999800,296.5133970000
3.2479999100,296.5142210000
3.2490000700,296.5150450000
3.2500000000,296.5158690000
3.2509999300,296.5166930000
3.2520000900,296.5175170000
3.2530000200,296.5183410000
3.2539999500,296.5191650000
3.2550001100,296.5199890000
3.2560000400,296.5208130000
3.2569999700,296.5216060000
3.2579999000,296.5224300000
3.2590000600,296.5232850000
3.2599999900,296.5240780000
3.2609999200,296.5249020000
3.2620000800,296.5257260000
3.2630000100,296.5265500000
3.2639999400,296.5273740000
3.2650001000,296.5281980000
3.2660000300,296.5290220000
3.2669999600,296.5298460000
3.2679998900,296.5306700000
3.2690000500,296.5314940000
3.2699999800,296.5322880000
3.2709999100,296.5331120000
3.2720000700,296.5339360000
3.2730000000,296.5347600000
3.2739999300,296.5355830000
3.2750001000,296.5364070000
3.2760000200,296.5372310000
3.2769999500,296.5380250000
3.2780001200,296.5388490000
3.2790000400,296.5396730000
3.2799999700,296.5404970000
3.2809999000,296.5413210000
3.2820000600,296.5421450000
3.2829999900,296.5429690000
3.2839999200,296.5437930000
3.2850000900,296.5445860000
3.2860000100,296.5454100000
3.2869999400,296.5462340000
3.2880001100,296.5470580000
3.2890000300,296.5478820000
3.2899999600,296.5486760000
3.2909998900,296.5495000000
3.2920000600,296.5503230000
3.2929999800,296.5511470000
3.2939999100,296.5519710000
3.2950000800,296.5527650000
3.2960000000,296.5535890000
3.2969999300,296.5544130000
3.2980001000,296.5552370000
3.2990000200,296.5560610000
3.2999999500,296.5568850000
3.3010001200,296.5576780000
3.3020000500,296.5585020000
3.3029999700,296.5593260000
3.3039999000,296.5601500000
3.3050000700,296.5609440000
3.3059999900,296.5617680000
3.3069999200,296.5625920000
3.3080000900,296.5633850000
3.3090000200,296.5642090000
3.3099999400,296.5650330000
3.3110001100,296.5658570000
3.3120000400,296.5666810000
3.3129999600,296.5674740000
3.3139998900,296.5682980000
3.3150000600,296.5691220000
3.3159999800,296.5699160000
3.3169999100,296.5707400000
3.3180000800,296.5715640000
3.3190000100,296.5723880000
3.3199999300,296.5731810000
3.3210001000,296.5740050000
3.3220000300,296.5748290000
3.3229999500,296.5756230000
3.3239998800,296.5764470000
3.3250000500,296.5772710000
3.3259999800,296.5780940000
3.3269999000,296.5788880000
3.3280000700,296.5797120000
3.3290000000,296.5805050000
3.3299999200,296.5813290000
3.3310000900,296.5821530000
3.3320000200,296.5829470000
3.3329999400,296.5837710000
3.3340001100,296.5845950000
3.3350000400,296.5853880000
3.3359999700,296.5862120000
3.3369998900,296.5870360000
3.3380000600,296.5878300000
3.3389999900,296.5886540000
3.3399999100,296.5894780000
3.3410000800,296.5902710000
3.3420000100,296.5910950000
3.3429999400,296.5918880000
3.3440001000,296.5927120000
3.3450000300,296.5935360000
3.3459999600,296.5943300000
3.3469998800,296.5951540000
3.3480000500,296.5959470000
3.3489999800,296.5967710000
3.3499999000,296.5975950000
3.3510000700,296.5983890000
3.3520000000,296.5992130000
3.3529999300,296.6000060000
3.3540000900,296.6008300000
3.3550000200,296.6016540000
3.3559999500,296.6024480000
3.3570001100,296.6032710000
3.3580000400,296.6040650000
3.3589999700,296.6048890000
3.3599999000,296.6057130000
3.3610000600,296.6065060000
3.3619999900,296.6073300000
3.3629999200,296.6081240000
3.3640000800,296.6089480000
3.3650000100,296.6097410000
3.3659999400,296.6105650000
3.3670001000,296.6113590000
3.3680000300,296.6121830000
3.3689999600,296.6129760000
3.3699998900,296.6138000000
3.3710000500,296.6146240000
3.3719999800,296.6154170000
3.3729999100,296.6162110000
3.3740000700,296.6170350000
3.3750000000,296.6178280000
3.3759999300,296.6186520000
3.3770000900,296.6194460000
3.3780000200,296.6202700000
3.3789999500,296.6210940000
3.3800001100,296.6218870000
3.3810000400,296.6226810000
3.3819999700,296.6235050000
3.3829999000,296.6242980000
3.3840000600,296.6251220000
3.3849999900,296.6259160000
3.3859999200,296.6267400000
3.3870000800,296.6275330000
3.3880000100,296.6283570000
3.3889999400,296.6291500000
3.3900001000,296.6299740000
3.3910000300,296.6307680000
3.3919999600,296.6315610000
3.3929998900,296.6323850000
3.3940000500,296.6331790000
3.3949999800,296.6340030000
3.3959999100,296.6347960000
3.3970000700,296.6356200000
3.3980000000,296.6364140000
3.3989999300,296.6372070000
3.4000001000,296.6380310000
3.4010000200,296.6388240000
3.4019999500,296.6396480000
3.4030001200,296.6404420000
3.4040000400,296.6412350000
3.4049999700,296.6420590000
3.4059999000,296.6428530000
3.4070000600,296.6436460000
3.4079999900,296.6444700000
3.4089999200,296.6452640000
3.4100000900,296.6460880000
3.4110000100,296.6468810000
3.4119999400,296.6477050000
3.4130001100,296.6484990000
3.4140000300,296.6492920000
3.4149999600,296.6500850000
3.4159998900,296.6509090000
3.4170000600,296.6517030000
3.4179999800,296.6524960000
3.4189999100,296.6533200000
3.4200000800,296.6541140000
3.4210000000,296.6549070000
3.4219999300,296.6557310000
3.4230001000,296.6565250000
3.4240000200,296.6573180000
3.4249999500,296.6581420000
3.4260001200,296.6589360000
3.4270000500,296.6597290000
3.4279999700,296.6605530000
3.4289999000,296.6613460000
3.4300000700,296.6621400000
3.4309999900,296.6629640000
3.4319999200,296.6637570000
3.4330000900,296.6645510000
3.4340000200,296.6653750000
3.4349999400,296.6661680000
3.4360001100,296.6669620000
3.4370000400,296.6677550000
3.4379999600,296.6685790000
3.4389998900,296.6693730000
