Time [ s ],Monitor Point: Coil12 X0 Z0089 (Temperature) [ K ]
6.6929998400,298.7687380000
6.6939997700,298.7692570000
6.6950001700,298.7697750000
6.6960001000,298.7702940000
6.6970000300,298.7707820000
6.6979999500,298.7713010000
6.6989998800,298.7718200000
6.6999998100,298.7723080000
6.7010002100,298.7728270000
6.7020001400,298.7733460000
6.7030000700,298.7738650000
6.7040000000,298.7743530000
6.7049999200,298.7748720000
6.7059998500,298.7753910000
6.7069997800,298.7758790000
6.7080001800,298.7763980000
6.7090001100,298.7769170000
6.7100000400,298.7774050000
6.7109999700,298.7779240000
6.7119998900,298.7784420000
6.7129998200,298.7789610000
6.7140002300,298.7794490000
6.7150001500,298.7799680000
6.7160000800,298.7804570000
6.7170000100,298.7809750000
6.7179999400,298.7814940000
6.7189998600,298.7820130000
6.7199997900,298.7825010000
6.7210001900,298.7830200000
6.7220001200,298.7835390000
6.7230000500,298.7840270000
6.7239999800,298.7845460000
6.7249999000,298.7850650000
6.7259998300,298.7855530000
6.7270002400,298.7860720000
6.7280001600,298.7865910000
6.7290000900,298.7870790000
6.7300000200,298.7875980000
6.7309999500,298.7880860000
6.7319998700,298.7886050000
6.7329998000,298.7891240000
6.7340002100,298.7896120000
6.7350001300,298.7901310000
6.7360000600,298.7906490000
6.7369999900,298.7911380000
6.7379999200,298.7916560000
6.7389998400,298.7921450000
6.7399997700,298.7926640000
6.7410001800,298.7931820000
6.7420001000,298.7936710000
6.7430000300,298.7941890000
6.7439999600,298.7947080000
6.7449998900,298.7951970000
6.7459998100,298.7957150000
6.7470002200,298.7962340000
6.7480001400,298.7967220000
6.7490000700,298.7972410000
6.7500000000,298.7977290000
6.7509999300,298.7982480000
6.7519998600,298.7987370000
6.7529997800,298.7992550000
6.7540001900,298.7997740000
6.7550001100,298.8002620000
6.7560000400,298.8007810000
6.7569999700,298.8012700000
6.7579999000,298.8017880000
6.7589998200,298.8022770000
6.7600002300,298.8027950000
6.7610001600,298.8033140000
6.7620000800,298.8038020000
6.7630000100,298.8043210000
6.7639999400,298.8048100000
6.7649998700,298.8053280000
6.7659997900,298.8058170000
6.7670002000,298.8063350000
6.7680001300,298.8068540000
6.7690000500,298.8073430000
6.7699999800,298.8078610000
6.7709999100,298.8083500000
6.7719998400,298.8088680000
6.7729997600,298.8093570000
6.7740001700,298.8098750000
6.7750001000,298.8103940000
6.7760000200,298.8108830000
6.7769999500,298.8114010000
6.7779998800,298.8118900000
6.7789998100,298.8124080000
6.7800002100,298.8128970000
6.7810001400,298.8134160000
6.7820000600,298.8139040000
6.7829999900,298.8144230000
6.7839999200,298.8149110000
6.7849998500,298.8154300000
6.7859997700,298.8159180000
6.7870001800,298.8164370000
6.7880001100,298.8169250000
6.7890000300,298.8174440000
6.7899999600,298.8179630000
6.7909998900,298.8184510000
6.7919998200,298.8189390000
6.7930002200,298.8194580000
6.7940001500,298.8199460000
6.7950000800,298.8204650000
6.7960000000,298.8209840000
6.7969999300,298.8214720000
6.7979998600,298.8219600000
6.7989997900,298.8224790000
6.8000001900,298.8229680000
6.8010001200,298.8234860000
6.8020000500,298.8240050000
6.8029999700,298.8244930000
6.8039999000,298.8249820000
6.8049998300,298.8255000000
6.8060002300,298.8259890000
6.8070001600,298.8265080000
6.8080000900,298.8269960000
6.8090000200,298.8275150000
6.8099999400,298.8280030000
6.8109998700,298.8285220000
6.8119998000,298.8290100000
6.8130002000,298.8295290000
6.8140001300,298.8300170000
6.8150000600,298.8305050000
6.8159999800,298.8310240000
6.8169999100,298.8315120000
6.8179998400,298.8320310000
6.8189997700,298.8325200000
6.8200001700,298.8330380000
6.8210001000,298.8335270000
6.8220000300,298.8340150000
6.8229999500,298.8345340000
6.8239998800,298.8350220000
6.8249998100,298.8355410000
6.8260002100,298.8360290000
6.8270001400,298.8365480000
6.8280000700,298.8370360000
6.8290000000,298.8375550000
6.8299999200,298.8380430000
6.8309998500,298.8385310000
6.8319997800,298.8390500000
6.8330001800,298.8395390000
6.8340001100,298.8400570000
6.8350000400,298.8405460000
6.8359999700,298.8410640000
6.8369998900,298.8415530000
6.8379998200,298.8420410000
6.8390002300,298.8425600000
6.8400001500,298.8430480000
6.8410000800,298.8435360000
6.8420000100,298.8440550000
6.8429999400,298.8445430000
6.8439998600,298.8450620000
6.8449997900,298.8455510000
6.8460001900,298.8460390000
6.8470001200,298.8465580000
6.8480000500,298.8470460000
6.8489999800,298.8475650000
6.8499999000,298.8480530000
6.8509998300,298.8485410000
6.8520002400,298.8490600000
6.8530001600,298.8495480000
6.8540000900,298.8500370000
6.8550000200,298.8505550000
6.8559999500,298.8510440000
6.8569998700,298.8515320000
6.8579998000,298.8520510000
6.8590002100,298.8525390000
6.8600001300,298.8530270000
6.8610000600,298.8535460000
6.8619999900,298.8540340000
6.8629999200,298.8545530000
6.8639998400,298.8550420000
6.8649997700,298.8555300000
6.8660001800,298.8560180000
6.8670001000,298.8565370000
6.8680000300,298.8570250000
6.8689999600,298.8575440000
6.8699998900,298.8580320000
6.8709998100,298.8585210000
6.8720002200,298.8590090000
6.8730001400,298.8595280000
6.8740000700,298.8600160000
6.8750000000,298.8605350000
6.8759999300,298.8610230000
6.8769998600,298.8615110000
6.8779997800,298.8620000000
6.8790001900,298.8625180000
6.8800001100,298.8630070000
6.8810000400,298.8634950000
6.8819999700,298.8640140000
6.8829999000,298.8645020000
6.8839998200,298.8649900000
6.8850002300,298.8654790000
6.8860001600,298.8659970000
6.8870000800,298.8664860000
6.8880000100,298.8669740000
6.8889999400,298.8674930000
6.8899998700,298.8679810000
6.8909997900,298.8684690000
6.8920002000,298.8689580000
6.8930001300,298.8694760000
6.8940000500,298.8699650000
6.8949999800,298.8704530000
6.8959999100,298.8709720000
6.8969998400,298.8714600000
6.8979997600,298.8719480000
6.8990001700,298.8724370000
6.9000001000,298.8729250000
6.9010000200,298.8734440000
6.9019999500,298.8739320000
6.9029998800,298.8744200000
6.9039998100,298.8749390000
6.9050002100,298.8754270000
6.9060001400,298.8759160000
6.9070000600,298.8764040000
6.9079999900,298.8769230000
6.9089999200,298.8774110000
6.9099998500,298.8778990000
6.9109997700,298.8783870000
6.9120001800,298.8788760000
6.9130001100,298.8793950000
6.9140000300,298.8798830000
6.9149999600,298.8803710000
6.9159998900,298.8808590000
6.9169998200,298.8813780000
6.9180002200,298.8818660000
6.9190001500,298.8823550000
6.9200000800,298.8828430000
6.9210000000,298.8833620000
6.9219999300,298.8838500000
6.9229998600,298.8843380000
6.9239997900,298.8848270000
6.9250001900,298.8853150000
6.9260001200,298.8858340000
6.9270000500,298.8863220000
6.9279999700,298.8868100000
6.9289999000,298.8872990000
6.9299998300,298.8877870000
6.9310002300,298.8882750000
6.9320001600,298.8887940000
6.9330000900,298.8892820000
6.9340000200,298.8897710000
6.9349999400,298.8902590000
6.9359998700,298.8907470000
6.9369998000,298.8912350000
6.9380002000,298.8917540000
6.9390001300,298.8922420000
6.9400000600,298.8927310000
6.9409999800,298.8932190000
6.9419999100,298.8937070000
6.9429998400,298.8941960000
6.9439997700,298.8947140000
6.9450001700,298.8952030000
6.9460001000,298.8956910000
6.9470000300,298.8961790000
6.9479999500,298.8966670000
6.9489998800,298.8971560000
6.9499998100,298.8976750000
6.9510002100,298.8981630000
6.9520001400,298.8986510000
6.9530000700,298.8991390000
6.9540000000,298.8996280000
6.9549999200,298.9001160000
6.9559998500,298.9006350000
6.9569997800,298.9011230000
6.9580001800,298.9016110000
6.9590001100,298.9021000000
6.9600000400,298.9025880000
6.9609999700,298.9030760000
6.9619998900,298.9035640000
6.9629998200,298.9040530000
6.9640002300,298.9045720000
6.9650001500,298.9050600000
6.9660000800,298.9055480000
6.9670000100,298.9060360000
6.9679999400,298.9065250000
6.9689998600,298.9070130000
6.9699997900,298.9075010000
6.9710001900,298.9079900000
6.9720001200,298.9084780000
6.9730000500,298.9089660000
6.9739999800,298.9094850000
6.9749999000,298.9099730000
6.9759998300,298.9104610000
6.9770002400,298.9109500000
6.9780001600,298.9114380000
6.9790000900,298.9119260000
6.9800000200,298.9124150000
6.9809999500,298.9129030000
6.9819998700,298.9133910000
6.9829998000,298.9138790000
6.9840002100,298.9143680000
6.9850001300,298.9148560000
6.9860000600,298.9153750000
6.9869999900,298.9158630000
6.9879999200,298.9163510000
6.9889998400,298.9168400000
6.9899997700,298.9173280000
6.9910001800,298.9178160000
6.9920001000,298.9183040000
6.9930000300,298.9187930000
6.9939999600,298.9192810000
6.9949998900,298.9197690000
6.9959998100,298.9202580000
6.9970002200,298.9207460000
6.9980001400,298.9212340000
6.9990000700,298.9217220000
7.0000000000,298.9222110000
7.0009999300,298.9226990000
7.0019998600,298.9231870000
7.0029997800,298.9236760000
7.0040001900,298.9241640000
7.0050001100,298.9246520000
7.0060000400,298.9251400000
7.0069999700,298.9256290000
7.0079999000,298.9261170000
7.0089998200,298.9266050000
7.0100002300,298.9271240000
7.0110001600,298.9275820000
7.0120000800,298.9280700000
7.0130000100,298.9285580000
7.0139999400,298.9290470000
7.0149998700,298.9295350000
7.0159997900,298.9300540000
7.0170002000,298.9305110000
7.0180001300,298.9310000000
7.0190000500,298.9314880000
7.0199999800,298.9319760000
7.0209999100,298.9324950000
7.0219998400,298.9329530000
7.0229997600,298.9334410000
7.0240001700,298.9339290000
7.0250001000,298.9344180000
7.0260000200,298.9349060000
7.0269999500,298.9353940000
7.0279998800,298.9358830000
7.0289998100,298.9363710000
7.0300002100,298.9368590000
7.0310001400,298.9373470000
7.0320000600,298.9378360000
7.0329999900,298.9383240000
7.0339999200,298.9388120000
7.0349998500,298.9393010000
7.0359997700,298.9397890000
7.0370001800,298.9402770000
7.0380001100,298.9407650000
7.0390000300,298.9412540000
7.0399999600,298.9417420000
7.0409998900,298.9422300000
7.0419998200,298.9427190000
7.0430002200,298.9431760000
7.0440001500,298.9436950000
7.0450000800,298.9441830000
7.0460000000,298.9446410000
7.0469999300,298.9451290000
7.0479998600,298.9456180000
7.0489997900,298.9461060000
7.0500001900,298.9465940000
7.0510001200,298.9470830000
7.0520000500,298.9475710000
7.0529999700,298.9480590000
7.0539999000,298.9485470000
7.0549998300,298.9490050000
7.0560002300,298.9495240000
7.0570001600,298.9500120000
7.0580000900,298.9504700000
7.0590000200,298.9509580000
7.0599999400,298.9514470000
7.0609998700,298.9519350000
7.0619998000,298.9524230000
7.0630002000,298.9529110000
7.0640001300,298.9534000000
7.0650000600,298.9538880000
7.0659999800,298.9543460000
7.0669999100,298.9548650000
7.0679998400,298.9553220000
7.0689997700,298.9558110000
7.0700001700,298.9562990000
7.0710001000,298.9567870000
7.0720000300,298.9572750000
7.0729999500,298.9577640000
7.0739998800,298.9582520000
7.0749998100,298.9587100000
7.0760002100,298.9591980000
7.0770001400,298.9596860000
7.0780000700,298.9601750000
7.0790000000,298.9606630000
7.0799999200,298.9611510000
7.0809998500,298.9616390000
7.0819997800,298.9620970000
7.0830001800,298.9625850000
7.0840001100,298.9630740000
7.0850000400,298.9635620000
7.0859999700,298.9640500000
7.0869998900,298.9645390000
7.0879998200,298.9649960000
7.0890002300,298.9655150000
7.0900001500,298.9659730000
7.0910000800,298.9664610000
7.0920000100,298.9669490000
7.0929999400,298.9674380000
7.0939998600,298.9678960000
7.0949997900,298.9683840000
7.0960001900,298.9688720000
7.0970001200,298.9693600000
7.0980000500,298.9698490000
7.0989999800,298.9703370000
7.0999999000,298.9708250000
7.1009998300,298.9712830000
7.1020002400,298.9717710000
7.1030001600,298.9722600000
7.1040000900,298.9727480000
7.1050000200,298.9732060000
7.1059999500,298.9736940000
7.1069998700,298.9741820000
7.1079998000,298.9746700000
7.1090002100,298.9751590000
7.1100001300,298.9756160000
7.1110000600,298.9761050000
7.1119999900,298.9765930000
7.1129999200,298.9770810000
7.1139998400,298.9775700000
7.1149997700,298.9780270000
7.1160001800,298.9785160000
7.1170001000,298.9790040000
7.1180000300,298.9794920000
7.1189999600,298.9799500000
7.1199998900,298.9804380000
7.1209998100,298.9809270000
7.1220002200,298.9814150000
7.1230001400,298.9819030000
7.1240000700,298.9823610000
7.1250000000,298.9828490000
7.1259999300,298.9833370000
7.1269998600,298.9837950000
7.1279997800,298.9842830000
7.1290001900,298.9847720000
7.1300001100,298.9852600000
7.1310000400,298.9857180000
7.1319999700,298.9862060000
7.1329999000,298.9866940000
7.1339998200,298.9871830000
7.1350002300,298.9876710000
7.1360001600,298.9881290000
7.1370000800,298.9886170000
7.1380000100,298.9891050000
7.1389999400,298.9895940000
7.1399998700,298.9900510000
7.1409997900,298.9905400000
7.1420002000,298.9910280000
7.1430001300,298.9914860000
7.1440000500,298.9919740000
7.1449999800,298.9924620000
7.1459999100,298.9929200000
7.1469998400,298.9934080000
7.1479997600,298.9938960000
7.1490001700,298.9943850000
7.1500001000,298.9948430000
7.1510000200,298.9953310000
7.1519999500,298.9958190000
7.1529998800,298.9962770000
7.1539998100,298.9967650000
7.1550002100,298.9972530000
7.1560001400,298.9977420000
7.1570000600,298.9981990000
7.1579999900,298.9986880000
7.1589999200,298.9991460000
7.1599998500,298.9996340000
7.1609997700,299.0001220000
7.1620001800,299.0006100000
7.1630001100,299.0010680000
7.1640000300,299.0015560000
7.1649999600,299.0020450000
7.1659998900,299.0025020000
7.1669998200,299.0029910000
7.1680002200,299.0034790000
7.1690001500,299.0039370000
7.1700000800,299.0044250000
7.1710000000,299.0049130000
7.1719999300,299.0053710000
7.1729998600,299.0058590000
7.1739997900,299.0063170000
7.1750001900,299.0068050000
7.1760001200,299.0072940000
7.1770000500,299.0077820000
7.1779999700,299.0082400000
7.1789999000,299.0087280000
7.1799998300,299.0091860000
7.1810002300,299.0096740000
7.1820001600,299.0101620000
7.1830000900,299.0106200000
7.1840000200,299.0111080000
7.1849999400,299.0115660000
7.1859998700,299.0120540000
7.1869998000,299.0125430000
7.1880002000,299.0130000000
7.1890001300,299.0134890000
7.1900000600,299.0139770000
7.1909999800,299.0144350000
7.1919999100,299.0149230000
7.1929998400,299.0154110000
7.1939997700,299.0158690000
7.1950001700,299.0163570000
7.1960001000,299.0168150000
7.1970000300,299.0173030000
7.1979999500,299.0177920000
7.1989998800,299.0182500000
7.1999998100,299.0187380000
7.2010002100,299.0191960000
7.2020001400,299.0196840000
7.2030000700,299.0201720000
7.2040000000,299.0206300000
7.2049999200,299.0211180000
7.2059998500,299.0215760000
7.2069997800,299.0220640000
7.2080001800,299.0225220000
7.2090001100,299.0230100000
7.2100000400,299.0234680000
7.2109999700,299.0239560000
7.2119998900,299.0244450000
7.2129998200,299.0249020000
7.2140002300,299.0253910000
7.2150001500,299.0258480000
7.2160000800,299.0263370000
7.2170000100,299.0268250000
7.2179999400,299.0272830000
7.2189998600,299.0277710000
7.2199997900,299.0282290000
7.2210001900,299.0287170000
7.2220001200,299.0291750000
7.2230000500,299.0296630000
7.2239999800,299.0301210000
7.2249999000,299.0306090000
7.2259998300,299.0310670000
7.2270002400,299.0315550000
7.2280001600,299.0320430000
7.2290000900,299.0325010000
7.2300000200,299.0329900000
7.2309999500,299.0334470000
7.2319998700,299.0339050000
7.2329998000,299.0343930000
7.2340002100,299.0348820000
7.2350001300,299.0353390000
7.2360000600,299.0358280000
7.2369999900,299.0362850000
7.2379999200,299.0367740000
7.2389998400,299.0372310000
7.2399997700,299.0377200000
7.2410001800,299.0381770000
7.2420001000,299.0386660000
7.2430000300,299.0391240000
7.2439999600,299.0396120000
7.2449998900,299.0400700000
7.2459998100,299.0405580000
7.2470002200,299.0410160000
7.2480001400,299.0415040000
7.2490000700,299.0419620000
7.2500000000,299.0424500000
7.2509999300,299.0429080000
7.2519998600,299.0433960000
7.2529997800,299.0438540000
7.2540001900,299.0443420000
7.2550001100,299.0448000000
7.2560000400,299.0452580000
7.2569999700,299.0457460000
7.2579999000,299.0462340000
7.2589998200,299.0466920000
7.2600002300,299.0471500000
7.2610001600,299.0476380000
7.2620000800,299.0480960000
7.2630000100,299.0485840000
7.2639999400,299.0490420000
7.2649998700,299.0495300000
7.2659997900,299.0499880000
7.2670002000,299.0504460000
7.2680001300,299.0509340000
7.2690000500,299.0514220000
7.2699999800,299.0518800000
7.2709999100,299.0523380000
7.2719998400,299.0528260000
7.2729997600,299.0532840000
7.2740001700,299.0537720000
7.2750001000,299.0542300000
7.2760000200,299.0547180000
7.2769999500,299.0551760000
7.2779998800,299.0556640000
7.2789998100,299.0561220000
7.2800002100,299.0565800000
7.2810001400,299.0570680000
7.2820000600,299.0575260000
7.2829999900,299.0580140000
7.2839999200,299.0584720000
7.2849998500,299.0589290000
7.2859997700,299.0594180000
7.2870001800,299.0598750000
7.2880001100,299.0603640000
7.2890000300,299.0608220000
7.2899999600,299.0612790000
7.2909998900,299.0617680000
7.2919998200,299.0622250000
7.2930002200,299.0627140000
7.2940001500,299.0631710000
7.2950000800,299.0636290000
7.2960000000,299.0641170000
7.2969999300,299.0645750000
7.2979998600,299.0650630000
7.2989997900,299.0655210000
7.3000001900,299.0659790000
7.3010001200,299.0664670000
7.3020000500,299.0669250000
7.3029999700,299.0673830000
7.3039999000,299.0678710000
7.3049998300,299.0683290000
7.3060002300,299.0687870000
7.3070001600,299.0692750000
7.3080000900,299.0697330000
7.3090000200,299.0702210000
7.3099999400,299.0706790000
7.3109998700,299.0711360000
7.3119998000,299.0716250000
7.3130002000,299.0720830000
7.3140001300,299.0725400000
7.3150000600,299.0730290000
7.3159999800,299.0734860000
7.3169999100,299.0739750000
7.3179998400,299.0744320000
7.3189997700,299.0748900000
7.3200001700,299.0753480000
7.3210001000,299.0758360000
7.3220000300,299.0762940000
7.3229999500,299.0767520000
7.3239998800,299.0772400000
7.3249998100,299.0776980000
7.3260002100,299.0781560000
7.3270001400,299.0786440000
7.3280000700,299.0791020000
7.3290000000,299.0795590000
7.3299999200,299.0800480000
7.3309998500,299.0805050000
7.3319997800,299.0809630000
7.3330001800,299.0814510000
7.3340001100,299.0819090000
7.3350000400,299.0823670000
7.3359999700,299.0828550000
7.3369998900,299.0833130000
7.3379998200,299.0837710000
7.3390002300,299.0842290000
7.3400001500,299.0847170000
7.3410000800,299.0851750000
7.3420000100,299.0856320000
7.3429999400,299.0861210000
7.3439998600,299.0865780000
7.3449997900,299.0870360000
7.3460001900,299.0875240000
7.3470001200,299.0879820000
7.3480000500,299.0884400000
7.3489999800,299.0888980000
7.3499999000,299.0893550000
7.3509998300,299.0898440000
7.3520002400,299.0903020000
7.3530001600,299.0907590000
7.3540000900,299.0912170000
7.3550000200,299.0917050000
7.3559999500,299.0921630000
7.3569998700,299.0926210000
7.3579998000,299.0931090000
7.3590002100,299.0935670000
7.3600001300,299.0940250000
7.3610000600,299.0944820000
7.3619999900,299.0949710000
7.3629999200,299.0954280000
7.3639998400,299.0958860000
7.3649997700,299.0963440000
7.3660001800,299.0968320000
7.3670001000,299.0972900000
7.3680000300,299.0977480000
7.3689999600,299.0982060000
7.3699998900,299.0986940000
7.3709998100,299.0991520000
7.3720002200,299.0996090000
7.3730001400,299.1000670000
7.3740000700,299.1005250000
7.3750000000,299.1010130000
7.3759999300,299.1014710000
7.3769998600,299.1019290000
7.3779997800,299.1023860000
7.3790001900,299.1028750000
7.3800001100,299.1033330000
7.3810000400,299.1037900000
7.3819999700,299.1042480000
7.3829999000,299.1047060000
7.3839998200,299.1051940000
7.3850002300,299.1056520000
7.3860001600,299.1061100000
7.3870000800,299.1065670000
7.3880000100,299.1070250000
7.3889999400,299.1075130000
7.3899998700,299.1079710000
7.3909997900,299.1084290000
7.3920002000,299.1088870000
7.3930001300,299.1093440000
7.3940000500,299.1098020000
7.3949999800,299.1102910000
7.3959999100,299.1107480000
7.3969998400,299.1112060000
7.3979997600,299.1116640000
7.3990001700,299.1121220000
7.4000001000,299.1125790000
7.4010000200,299.1130680000
7.4019999500,299.1135250000
7.4029998800,299.1139830000
7.4039998100,299.1144410000
7.4050002100,299.1148990000
7.4060001400,299.1153560000
7.4070000600,299.1158450000
7.4079999900,299.1163020000
7.4089999200,299.1167600000
7.4099998500,299.1172180000
7.4109997700,299.1176760000
7.4120001800,299.1181340000
7.4130001100,299.1185910000
7.4140000300,299.1190800000
7.4149999600,299.1195370000
7.4159998900,299.1199950000
7.4169998200,299.1204530000
7.4180002200,299.1209110000
7.4190001500,299.1213680000
7.4200000800,299.1218260000
7.4210000000,299.1223140000
7.4219999300,299.1227720000
7.4229998600,299.1232300000
7.4239997900,299.1236880000
7.4250001900,299.1241460000
7.4260001200,299.1246030000
7.4270000500,299.1250610000
7.4279999700,299.1255190000
7.4289999000,299.1259770000
7.4299998300,299.1264650000
7.4310002300,299.1269230000
7.4320001600,299.1273800000
7.4330000900,299.1278380000
7.4340000200,299.1282960000
7.4349999400,299.1287540000
7.4359998700,299.1292110000
7.4369998000,299.1296690000
7.4380002000,299.1301270000
7.4390001300,299.1305850000
7.4400000600,299.1310420000
7.4409999800,299.1315000000
7.4419999100,299.1319580000
7.4429998400,299.1324160000
7.4439997700,299.1329040000
7.4450001700,299.1333620000
7.4460001000,299.1338200000
7.4470000300,299.1342770000
7.4479999500,299.1347350000
7.4489998800,299.1351930000
7.4499998100,299.1356510000
7.4510002100,299.1361080000
7.4520001400,299.1365660000
7.4530000700,299.1370240000
7.4540000000,299.1374820000
7.4549999200,299.1379390000
7.4559998500,299.1383970000
7.4569997800,299.1388550000
7.4580001800,299.1393430000
7.4590001100,299.1398010000
7.4600000400,299.1402590000
7.4609999700,299.1406860000
7.4619998900,299.1411740000
7.4629998200,299.1416320000
7.4640002300,299.1420900000
7.4650001500,299.1425480000
7.4660000800,299.1430050000
7.4670000100,299.1434630000
7.4679999400,299.1439210000
7.4689998600,299.1443790000
7.4699997900,299.1448360000
7.4710001900,299.1452940000
7.4720001200,299.1457520000
7.4730000500,299.1462100000
7.4739999800,299.1466670000
7.4749999000,299.1471250000
7.4759998300,299.1475830000
7.4770002400,299.1480410000
7.4780001600,299.1484990000
7.4790000900,299.1489560000
7.4800000200,299.1494140000
7.4809999500,299.1498720000
7.4819998700,299.1503300000
7.4829998000,299.1507870000
7.4840002100,299.1512450000
7.4850001300,299.1517030000
7.4860000600,299.1521610000
7.4869999900,299.1526180000
7.4879999200,299.1530760000
7.4889998400,299.1535340000
7.4899997700,299.1539920000
7.4910001800,299.1544490000
7.4920001000,299.1549070000
7.4930000300,299.1553650000
7.4939999600,299.1558230000
7.4949998900,299.1562810000
7.4959998100,299.1567380000
7.4970002200,299.1571660000
7.4980001400,299.1576540000
7.4990000700,299.1581120000
7.5000000000,299.1585390000
7.5009999300,299.1589970000
7.5019998600,299.1594850000
7.5029997800,299.1599120000
7.5040001900,299.1603700000
7.5050001100,299.1608280000
7.5060000400,299.1612850000
7.5069999700,299.1617430000
7.5079999000,299.1622010000
7.5089998200,299.1626590000
7.5100002300,299.1631160000
7.5110001600,299.1635740000
7.5120000800,299.1640320000
7.5130000100,299.1644900000
7.5139999400,299.1649480000
7.5149998700,299.1653750000
7.5159997900,299.1658630000
7.5170002000,299.1662900000
7.5180001300,299.1667480000
7.5190000500,299.1672060000
7.5199999800,299.1676640000
7.5209999100,299.1681210000
7.5219998400,299.1685790000
7.5229997600,299.1690370000
7.5240001700,299.1694950000
7.5250001000,299.1699520000
7.5260000200,299.1704100000
7.5269999500,299.1708370000
7.5279998800,299.1712950000
7.5289998100,299.1717530000
7.5300002100,299.1722110000
7.5310001400,299.1726680000
7.5320000600,299.1731260000
7.5329999900,299.1735840000
7.5339999200,299.1740420000
7.5349998500,299.1745000000
7.5359997700,299.1749270000
7.5370001800,299.1754150000
7.5380001100,299.1758420000
7.5390000300,299.1763000000
7.5399999600,299.1767580000
7.5409998900,299.1772160000
7.5419998200,299.1776730000
7.5430002200,299.1781310000
7.5440001500,299.1785580000
7.5450000800,299.1790160000
7.5460000000,299.1794740000
7.5469999300,299.1799320000
7.5479998600,299.1803890000
7.5489997900,299.1808470000
7.5500001900,299.1813050000
7.5510001200,299.1817630000
7.5520000500,299.1821900000
7.5529999700,299.1826480000
7.5539999000,299.1831050000
7.5549998300,299.1835630000
7.5560002300,299.1840210000
7.5570001600,299.1844790000
7.5580000900,299.1849060000
7.5590000200,299.1853640000
7.5599999400,299.1858220000
7.5609998700,299.1862790000
7.5619998000,299.1867370000
7.5630002000,299.1871950000
7.5640001300,299.1876220000
7.5650000600,299.1880800000
7.5659999800,299.1885380000
7.5669999100,299.1889950000
7.5679998400,299.1894530000
7.5689997700,299.1899110000
7.5700001700,299.1903380000
7.5710001000,299.1907960000
7.5720000300,299.1912540000
7.5729999500,299.1917110000
7.5739998800,299.1921690000
7.5749998100,299.1925960000
7.5760002100,299.1930540000
7.5770001400,299.1935120000
7.5780000700,299.1939700000
7.5790000000,299.1943970000
7.5799999200,299.1948550000
7.5809998500,299.1953130000
7.5819997800,299.1957700000
7.5830001800,299.1962280000
7.5840001100,299.1966550000
7.5850000400,299.1971130000
7.5859999700,299.1975710000
7.5869998900,299.1980290000
7.5879998200,299.1984560000
7.5890002300,299.1989140000
7.5900001500,299.1993710000
7.5910000800,299.1998290000
7.5920000100,299.2002870000
7.5929999400,299.2007450000
7.5939998600,299.2011720000
7.5949997900,299.2016300000
7.5960001900,299.2020870000
7.5970001200,299.2025450000
7.5980000500,299.2029720000
7.5989999800,299.2034300000
7.5999999000,299.2038880000
7.6009998300,299.2043150000
7.6020002400,299.2047730000
7.6030001600,299.2052310000
7.6040000900,299.2056880000
7.6050000200,299.2061160000
7.6059999500,299.2065730000
7.6069998700,299.2070310000
7.6079998000,299.2074890000
7.6090002100,299.2079160000
7.6100001300,299.2083740000
7.6110000600,299.2088320000
7.6119999900,299.2092900000
7.6129999200,299.2097170000
7.6139998400,299.2101750000
7.6149997700,299.2106320000
7.6160001800,299.2110600000
7.6170001000,299.2115170000
7.6180000300,299.2119750000
7.6189999600,299.2124330000
7.6199998900,299.2128600000
7.6209998100,299.2133180000
7.6220002200,299.2137760000
7.6230001400,299.2142330000
7.6240000700,299.2146610000
7.6250000000,299.2151180000
7.6259999300,299.2155460000
7.6269998600,299.2160030000
7.6279997800,299.2164610000
7.6290001900,299.2169190000
7.6300001100,299.2173460000
7.6310000400,299.2178040000
7.6319999700,299.2182620000
7.6329999000,299.2186890000
7.6339998200,299.2191470000
7.6350002300,299.2196040000
7.6360001600,299.2200320000
7.6370000800,299.2204900000
7.6380000100,299.2209470000
7.6389999400,299.2214050000
7.6399998700,299.2218320000
7.6409997900,299.2222900000
7.6420002000,299.2227170000
7.6430001300,299.2231750000
7.6440000500,299.2236330000
7.6449999800,299.2240600000
7.6459999100,299.2245180000
7.6469998400,299.2249760000
7.6479997600,299.2254030000
7.6490001700,299.2258610000
7.6500001000,299.2263180000
7.6510000200,299.2267460000
7.6519999500,299.2272030000
7.6529998800,299.2276610000
7.6539998100,299.2280880000
7.6550002100,299.2285460000
7.6560001400,299.2290040000
7.6570000600,299.2294310000
7.6579999900,299.2298890000
7.6589999200,299.2303160000
7.6599998500,299.2307740000
7.6609997700,299.2312320000
7.6620001800,299.2316590000
7.6630001100,299.2321170000
7.6640000300,299.2325740000
7.6649999600,299.2330020000
7.6659998900,299.2334590000
7.6669998200,299.2338870000
7.6680002200,299.2343440000
7.6690001500,299.2348020000
7.6700000800,299.2352290000
7.6710000000,299.2356870000
7.6719999300,299.2361450000
7.6729998600,299.2365720000
7.6739997900,299.2370300000
7.6750001900,299.2374570000
7.6760001200,299.2379150000
7.6770000500,299.2383420000
7.6779999700,299.2388000000
7.6789999000,299.2392270000
7.6799998300,299.2396850000
7.6810002300,299.2401430000
7.6820001600,299.2405700000
7.6830000900,299.2410280000
7.6840000200,299.2414550000
7.6849999400,299.2419130000
7.6859998700,299.2423710000
7.6869998000,299.2427980000
7.6880002000,299.2432560000
7.6890001300,299.2436830000
