Time [s],Monitor Point: CenterVel (Velocity) [m s^-1],Monitor Point: Inlet (Velocity) [m s^-1],Monitor Point: r0Vel (Velocity) [m s^-1],Monitor Point: r1Vel (Velocity) [m s^-1],Monitor Point: r2Vel (Velocity) [m s^-1],Monitor Point: r3Vel (Velocity) [m s^-1],Monitor Point: r4Vel (Velocity) [m s^-1]
9.5985002500,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6009998300,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6035003700,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6059999500,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6084995300,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6110000600,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6134996400,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6160001800,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6184997600,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6210002900,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6234998700,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6260004000,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6284999800,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6309995700,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6335001000,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6359996800,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6385002100,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6409997900,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6435003300,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6459999100,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6485004400,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6510000200,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6534996000,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6560001400,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6584997200,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6610002500,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6634998300,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6660003700,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6684999500,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6709995300,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6735000600,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6759996400,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6785001800,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6809997600,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6835002900,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6859998700,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6885004000,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6909999800,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6934995700,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6960001000,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.6984996800,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7010002100,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7034997900,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7060003300,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7084999100,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7110004400,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7135000200,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7159996000,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7185001400,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7209997200,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7235002500,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7259998300,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7285003700,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7309999500,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7334995300,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7360000600,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7384996400,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7410001800,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7434997600,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7460002900,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7484998700,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7510004000,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7534999800,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7559995700,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7585001000,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7609996800,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7635002100,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7659997900,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7685003300,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7709999100,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7735004400,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7760000200,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7784996000,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7810001400,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427909
9.7834997200,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.7860002500,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.7884998300,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.7910003700,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.7934999500,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.7959995300,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.7985000600,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8009996400,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8035001800,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8059997600,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8085002900,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8109998700,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8135004000,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8159999800,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8184995700,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8210001000,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8234996800,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8260002100,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8284997900,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8310003300,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8334999100,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8360004400,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8385000200,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8409996000,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8435001400,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8459997200,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8485002500,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8509998300,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8535003700,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8559999500,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8584995300,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8610000600,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8634996400,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8660001800,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8684997600,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8710002900,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8734998700,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8760004000,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8784999800,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8809995700,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8835001000,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8859996800,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8885002100,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8909997900,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8935003300,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8959999100,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.8985004400,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9010000200,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9034996000,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9060001400,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9084997200,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9110002500,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9134998300,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9160003700,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9184999500,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9209995300,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9235000600,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9259996400,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9285001800,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9309997600,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9335002900,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9359998700,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9385004000,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9409999800,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9434995700,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9460001000,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9484996800,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9510002100,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9534997900,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9560003300,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9584999100,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9610004400,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9635000200,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9659996000,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9685001400,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9709997200,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9735002500,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9759998300,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9785003700,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9809999500,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9834995300,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9860000600,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9884996400,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9910001800,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9934997600,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
9.9960002900,0.5013635160,0.5086324810,0.5013635160,0.4631942510,0.2949694690,0.1280996350,0.0250427928
