Time [s],Monitor Point: Mouthpiece1mm0mmTempX0YZ (Temperature) [K],Monitor Point: Mouthpiece1mm1mmTempX0YZ (Temperature) [K],Monitor Point: Mouthpiece1mm2mmTempX0YZ (Temperature) [K],Monitor Point: Mouthpiece1mm3mmTempX0YZ (Temperature) [K],Monitor Point: Mouthpiece1mm4mmTempX0YZ (Temperature) [K]
2.1584999600,298.5921020000,298.4546810000,297.5701600000,296.1290890000,294.2605590000
2.1610000100,298.6029660000,298.4653320000,297.5791930000,296.1352840000,294.2629700000
2.1635000700,298.6138310000,298.4759830000,297.5881960000,296.1414790000,294.2653500000
2.1659998900,298.6246950000,298.4866030000,297.5971980000,296.1476750000,294.2677610000
2.1684999500,298.6355900000,298.4972530000,297.6062010000,296.1538390000,294.2701420000
2.1710000000,298.6464540000,298.5078740000,297.6152040000,296.1600340000,294.2725220000
2.1735000600,298.6573180000,298.5184940000,297.6242070000,296.1662290000,294.2749330000
2.1760001200,298.6681820000,298.5291440000,297.6332090000,296.1724240000,294.2773130000
2.1784999400,298.6790160000,298.5397640000,297.6422120000,296.1785890000,294.2796940000
2.1809999900,298.6898800000,298.5503850000,297.6512150000,296.1847840000,294.2820740000
2.1835000500,298.7007450000,298.5610050000,297.6601870000,296.1909790000,294.2844850000
2.1860001100,298.7116090000,298.5716250000,297.6691890000,296.1971440000,294.2868650000
2.1884999300,298.7224430000,298.5822450000,297.6781920000,296.2033390000,294.2892460000
2.1909999800,298.7333070000,298.5928650000,297.6871950000,296.2095030000,294.2916260000
2.1935000400,298.7441410000,298.6034850000,297.6961670000,296.2156980000,294.2940060000
2.1960001000,298.7550050000,298.6140750000,297.7051700000,296.2218630000,294.2964170000
2.1984999200,298.7658390000,298.6246950000,297.7141420000,296.2280580000,294.2987980000
2.2009999800,298.7766720000,298.6353150000,297.7231450000,296.2342220000,294.3011780000
2.2035000300,298.7875060000,298.6459050000,297.7321170000,296.2403870000,294.3035580000
2.2060000900,298.7983700000,298.6565250000,297.7410890000,296.2465820000,294.3059390000
2.2084999100,298.8092040000,298.6671140000,297.7500610000,296.2527470000,294.3083500000
2.2109999700,298.8200380000,298.6777040000,297.7590640000,296.2589110000,294.3107300000
2.2135000200,298.8308720000,298.6883240000,297.7680360000,296.2650760000,294.3131100000
2.2160000800,298.8416750000,298.6989140000,297.7770080000,296.2712710000,294.3154910000
2.2184999000,298.8525090000,298.7095030000,297.7859800000,296.2774350000,294.3178710000
2.2209999600,298.8633420000,298.7200930000,297.7949520000,296.2836000000,294.3202510000
2.2235000100,298.8741760000,298.7306820000,297.8039250000,296.2897640000,294.3226320000
2.2260000700,298.8849790000,298.7412720000,297.8128970000,296.2959290000,294.3250120000
2.2284998900,298.8958130000,298.7518620000,297.8218380000,296.3020940000,294.3273930000
2.2309999500,298.9066160000,298.7624510000,297.8308110000,296.3082580000,294.3297730000
2.2335000000,298.9174500000,298.7730410000,297.8397830000,296.3144230000,294.3321530000
2.2360000600,298.9282530000,298.7836000000,297.8487550000,296.3205570000,294.3345340000
2.2385001200,298.9390560000,298.7941890000,297.8576970000,296.3267210000,294.3369140000
2.2409999400,298.9498900000,298.8047790000,297.8666690000,296.3328860000,294.3392940000
2.2434999900,298.9606930000,298.8153380000,297.8756100000,296.3390500000,294.3416750000
2.2460000500,298.9714970000,298.8259280000,297.8845830000,296.3452150000,294.3440550000
2.2485001100,298.9823000000,298.8364870000,297.8935240000,296.3513490000,294.3464360000
2.2509999300,298.9931030000,298.8470460000,297.9024660000,296.3575130000,294.3488160000
2.2534999800,299.0039060000,298.8576350000,297.9114380000,296.3636780000,294.3511960000
2.2560000400,299.0147090000,298.8681950000,297.9203800000,296.3698120000,294.3535770000
2.2585001000,299.0254820000,298.8787540000,297.9293210000,296.3759770000,294.3559570000
2.2609999200,299.0362850000,298.8893130000,297.9382630000,296.3821110000,294.3583370000
2.2634999800,299.0470890000,298.8998720000,297.9472050000,296.3882750000,294.3607180000
2.2660000300,299.0578610000,298.9104310000,297.9561460000,296.3944090000,294.3630980000
2.2685000900,299.0686650000,298.9209900000,297.9650880000,296.4005740000,294.3654480000
2.2709999100,299.0794370000,298.9315490000,297.9740300000,296.4067080000,294.3678280000
2.2734999700,299.0902400000,298.9420780000,297.9829710000,296.4128420000,294.3702090000
2.2760000200,299.1010130000,298.9526370000,297.9919130000,296.4189760000,294.3725890000
2.2785000800,299.1117860000,298.9631960000,298.0008540000,296.4251400000,294.3749690000
2.2809999000,299.1225590000,298.9737550000,298.0097660000,296.4312740000,294.3773500000
2.2834999600,299.1333310000,298.9842830000,298.0187070000,296.4374080000,294.3797000000
2.2860000100,299.1441350000,298.9948120000,298.0276180000,296.4435730000,294.3820800000
2.2885000700,299.1548770000,299.0053710000,298.0365600000,296.4496770000,294.3844600000
2.2909998900,299.1656490000,299.0159000000,298.0454710000,296.4558410000,294.3868410000
2.2934999500,299.1764220000,299.0264280000,298.0544130000,296.4619750000,294.3891910000
2.2960000000,299.1871950000,299.0369570000,298.0633240000,296.4681090000,294.3915710000
2.2985000600,299.1979680000,299.0474850000,298.0722350000,296.4742430000,294.3939510000
2.3010001200,299.2087100000,299.0580440000,298.0811770000,296.4803470000,294.3963320000
2.3034999400,299.2194820000,299.0685730000,298.0900880000,296.4864810000,294.3986820000
2.3059999900,299.2302550000,299.0791020000,298.0989990000,296.4926150000,294.4010620000
2.3085000500,299.2409970000,299.0896000000,298.1079100000,296.4987490000,294.4034420000
2.3110001100,299.2517400000,299.1001280000,298.1168210000,296.5048830000,294.4057920000
2.3134999300,299.2625120000,299.1106570000,298.1257320000,296.5110170000,294.4081730000
2.3159999800,299.2732540000,299.1211550000,298.1346440000,296.5171200000,294.4105220000
2.3185000400,299.2839970000,299.1316830000,298.1435550000,296.5232540000,294.4129030000
2.3210001000,299.2947390000,299.1422120000,298.1524660000,296.5293880000,294.4152830000
2.3234999200,299.3054810000,299.1527100000,298.1613460000,296.5354920000,294.4176330000
2.3259999800,299.3162230000,299.1632390000,298.1702580000,296.5416260000,294.4200130000
2.3285000300,299.3269650000,299.1737370000,298.1791690000,296.5477290000,294.4223630000
2.3310000900,299.3377080000,299.1842350000,298.1880800000,296.5538640000,294.4247440000
2.3334999100,299.3484500000,299.1947630000,298.1969600000,296.5599670000,294.4270940000
2.3359999700,299.3591610000,299.2052610000,298.2058720000,296.5661010000,294.4294740000
2.3385000200,299.3699040000,299.2157590000,298.2147520000,296.5722050000,294.4318540000
2.3410000800,299.3806460000,299.2262570000,298.2236630000,296.5783080000,294.4342040000
2.3434999000,299.3913570000,299.2367550000,298.2325440000,296.5844420000,294.4365840000
2.3459999600,299.4021000000,299.2472530000,298.2414250000,296.5905460000,294.4389340000
2.3485000100,299.4128110000,299.2577510000,298.2503050000,296.5966490000,294.4412840000
2.3510000700,299.4235530000,299.2682190000,298.2591860000,296.6027830000,294.4436650000
2.3534998900,299.4342650000,299.2787170000,298.2680660000,296.6088870000,294.4460140000
2.3559999500,299.4449770000,299.2892150000,298.2769780000,296.6149900000,294.4483950000
2.3585000000,299.4556880000,299.2996830000,298.2858580000,296.6210940000,294.4507450000
2.3610000600,299.4664000000,299.3101810000,298.2947390000,296.6271970000,294.4531250000
2.3635001200,299.4771120000,299.3206480000,298.3036190000,296.6333010000,294.4554750000
2.3659999400,299.4878230000,299.3311160000,298.3124690000,296.6394040000,294.4578250000
2.3684999900,299.4985350000,299.3416140000,298.3213500000,296.6455080000,294.4602050000
2.3710000500,299.5092470000,299.3520810000,298.3302310000,296.6516110000,294.4625550000
2.3735001100,299.5199280000,299.3625490000,298.3391110000,296.6577150000,294.4649050000
2.3759999300,299.5306400000,299.3730160000,298.3479610000,296.6638180000,294.4672850000
2.3784999800,299.5413510000,299.3835140000,298.3568420000,296.6698910000,294.4696350000
2.3810000400,299.5520320000,299.3939820000,298.3657230000,296.6759950000,294.4719850000
2.3835001000,299.5627440000,299.4044190000,298.3745730000,296.6820980000,294.4743650000
2.3859999200,299.5734250000,299.4148860000,298.3834230000,296.6882020000,294.4767150000
2.3884999800,299.5841370000,299.4253540000,298.3923030000,296.6942750000,294.4790650000
2.3910000300,299.5948180000,299.4358220000,298.4011540000,296.7003780000,294.4814150000
2.3935000900,299.6054990000,299.4462890000,298.4100040000,296.7064820000,294.4837650000
2.3959999100,299.6161800000,299.4567260000,298.4188840000,296.7125550000,294.4861450000
2.3984999700,299.6268620000,299.4671940000,298.4277340000,296.7186580000,294.4884950000
2.4010000200,299.6375730000,299.4776310000,298.4365840000,296.7247310000,294.4908450000
2.4035000800,299.6482540000,299.4880980000,298.4454350000,296.7308350000,294.4931950000
2.4059999000,299.6589050000,299.4985350000,298.4542850000,296.7369080000,294.4955440000
2.4084999600,299.6695860000,299.5090030000,298.4631350000,296.7429810000,294.4979250000
2.4110000100,299.6802670000,299.5194400000,298.4719850000,296.7490840000,294.5002750000
2.4135000700,299.6909480000,299.5298770000,298.4808350000,296.7551570000,294.5026250000
2.4159998900,299.7015990000,299.5403140000,298.4896550000,296.7612300000,294.5049740000
2.4184999500,299.7122800000,299.5507510000,298.4985050000,296.7673030000,294.5073240000
2.4210000000,299.7229310000,299.5611880000,298.5073550000,296.7733760000,294.5096740000
2.4235000600,299.7336120000,299.5716250000,298.5161740000,296.7794800000,294.5120240000
2.4260001200,299.7442630000,299.5820620000,298.5250240000,296.7855530000,294.5143740000
2.4284999400,299.7549440000,299.5924990000,298.5338440000,296.7916260000,294.5167240000
2.4309999900,299.7655940000,299.6029050000,298.5426940000,296.7976990000,294.5190730000
2.4335000500,299.7762450000,299.6133420000,298.5515140000,296.8037720000,294.5214230000
2.4360001100,299.7868960000,299.6237790000,298.5603640000,296.8098450000,294.5237730000
2.4384999300,299.7975460000,299.6341860000,298.5691830000,296.8159180000,294.5261230000
2.4409999800,299.8081970000,299.6446230000,298.5780030000,296.8219910000,294.5284730000
2.4435000400,299.8188480000,299.6550290000,298.5868230000,296.8280640000,294.5308230000
2.4460001000,299.8294980000,299.6654360000,298.5956730000,296.8341060000,294.5331730000
2.4484999200,299.8401490000,299.6758730000,298.6044920000,296.8401790000,294.5355220000
2.4509999800,299.8507690000,299.6862790000,298.6133120000,296.8462520000,294.5378720000
2.4535000300,299.8614200000,299.6966860000,298.6221310000,296.8523250000,294.5402220000
2.4560000900,299.8720700000,299.7070920000,298.6309200000,296.8583680000,294.5425720000
2.4584999100,299.8826900000,299.7174990000,298.6397400000,296.8644410000,294.5449220000
2.4609999700,299.8933410000,299.7279050000,298.6485600000,296.8705140000,294.5472720000
2.4635000200,299.9039610000,299.7383120000,298.6573790000,296.8765560000,294.5495910000
2.4660000800,299.9146120000,299.7487180000,298.6661990000,296.8826290000,294.5519410000
2.4684999000,299.9252320000,299.7591250000,298.6749880000,296.8886720000,294.5542910000
2.4709999600,299.9358520000,299.7695310000,298.6838070000,296.8947450000,294.5566410000
2.4735000100,299.9464720000,299.7799070000,298.6925960000,296.9007870000,294.5589900000
2.4760000700,299.9570920000,299.7903140000,298.7014160000,296.9068600000,294.5613400000
2.4784998900,299.9677120000,299.8006900000,298.7102050000,296.9129030000,294.5636600000
2.4809999500,299.9783330000,299.8110960000,298.7190250000,296.9189450000,294.5660100000
2.4835000000,299.9889530000,299.8214720000,298.7278140000,296.9249880000,294.5683590000
2.4860000600,299.9995730000,299.8318480000,298.7366330000,296.9310610000,294.5707090000
2.4885001200,300.0101930000,299.8422550000,298.7454220000,296.9371030000,294.5730290000
2.4909999400,300.0208130000,299.8526310000,298.7542110000,296.9431460000,294.5753780000
2.4934999900,300.0314030000,299.8630070000,298.7630000000,296.9491880000,294.5777280000
2.4960000500,300.0420230000,299.8733830000,298.7717900000,296.9552310000,294.5800480000
2.4985001100,300.0526120000,299.8837590000,298.7805790000,296.9613040000,294.5823970000
2.5009999300,300.0632320000,299.8941350000,298.7893680000,296.9673160000,294.5847470000
2.5034999800,300.0738220000,299.9045100000,298.7981570000,296.9733580000,294.5870670000
2.5060000400,300.0844120000,299.9148860000,298.8069460000,296.9794010000,294.5894170000
2.5085001000,300.0950320000,299.9252620000,298.8157350000,296.9854430000,294.5917660000
2.5109999200,300.1056210000,299.9356080000,298.8244930000,296.9914860000,294.5940860000
2.5134999800,300.1162110000,299.9459840000,298.8332820000,296.9975280000,294.5964360000
2.5160000300,300.1268010000,299.9563600000,298.8420720000,297.0035710000,294.5987550000
2.5185000900,300.1373900000,299.9667050000,298.8508300000,297.0096130000,294.6011050000
2.5209999100,300.1479800000,299.9770810000,298.8596190000,297.0156250000,294.6034550000
2.5234999700,300.1585690000,299.9874270000,298.8683780000,297.0216670000,294.6057740000
2.5260000200,300.1691280000,299.9978030000,298.8771670000,297.0277100000,294.6081240000
2.5285000800,300.1797180000,300.0081480000,298.8859250000,297.0337220000,294.6104430000
2.5309999000,300.1903080000,300.0184940000,298.8947140000,297.0397640000,294.6127930000
2.5334999600,300.2008670000,300.0288390000,298.9034730000,297.0457760000,294.6151120000
2.5360000100,300.2114560000,300.0391850000,298.9122310000,297.0518190000,294.6174620000
2.5385000700,300.2220150000,300.0495300000,298.9209900000,297.0578610000,294.6197810000
2.5409998900,300.2326050000,300.0598750000,298.9297490000,297.0638730000,294.6221310000
2.5434999500,300.2431640000,300.0702210000,298.9385070000,297.0698850000,294.6244510000
2.5460000000,300.2537540000,300.0805660000,298.9472660000,297.0759280000,294.6268010000
2.5485000600,300.2643130000,300.0909120000,298.9560240000,297.0819400000,294.6291200000
2.5510001200,300.2748720000,300.1012270000,298.9647830000,297.0879520000,294.6314390000
2.5534999400,300.2854310000,300.1115720000,298.9735410000,297.0939940000,294.6337890000
2.5559999900,300.2959900000,300.1218870000,298.9823000000,297.1000060000,294.6361080000
2.5585000500,300.3065490000,300.1322330000,298.9910280000,297.1060180000,294.6384580000
2.5610001100,300.3171080000,300.1425480000,298.9997860000,297.1120300000,294.6407780000
2.5634999300,300.3276670000,300.1528930000,299.0085450000,297.1180420000,294.6430970000
2.5659999800,300.3381960000,300.1632080000,299.0172730000,297.1240840000,294.6454470000
2.5685000400,300.3487550000,300.1735530000,299.0260310000,297.1300660000,294.6477660000
2.5710001000,300.3593140000,300.1838680000,299.0347600000,297.1360780000,294.6500850000
2.5734999200,300.3698430000,300.1941830000,299.0435180000,297.1421200000,294.6524050000
2.5759999800,300.3804020000,300.2044980000,299.0522460000,297.1481320000,294.6547550000
2.5785000300,300.3909300000,300.2148130000,299.0610050000,297.1541140000,294.6570740000
2.5810000900,300.4014890000,300.2251280000,299.0697330000,297.1601260000,294.6593930000
2.5834999100,300.4120180000,300.2354430000,299.0784610000,297.1661380000,294.6617430000
2.5859999700,300.4225460000,300.2457280000,299.0871890000,297.1721500000,294.6640630000
2.5885000200,300.4330750000,300.2560420000,299.0959170000,297.1781620000,294.6663820000
2.5910000800,300.4436340000,300.2663570000,299.1046450000,297.1841430000,294.6687010000
2.5934999000,300.4541630000,300.2766720000,299.1133730000,297.1901550000,294.6710210000
2.5959999600,300.4646910000,300.2869570000,299.1221010000,297.1961670000,294.6733700000
2.5985000100,300.4752200000,300.2972720000,299.1308290000,297.2021480000,294.6756900000
2.6010000700,300.4857180000,300.3075560000,299.1395570000,297.2081600000,294.6780090000
2.6034998900,300.4962460000,300.3178710000,299.1482850000,297.2141720000,294.6803280000
2.6059999500,300.5067750000,300.3281560000,299.1570130000,297.2201540000,294.6826480000
2.6085000000,300.5173030000,300.3384400000,299.1657100000,297.2261350000,294.6849670000
2.6110000600,300.5278020000,300.3487550000,299.1744380000,297.2321470000,294.6872860000
2.6135001200,300.5383300000,300.3590090000,299.1831360000,297.2381290000,294.6896060000
2.6159999400,300.5488280000,300.3693240000,299.1918640000,297.2441410000,294.6919250000
2.6184999900,300.5593570000,300.3796080000,299.2005620000,297.2501220000,294.6942750000
2.6210000500,300.5698550000,300.3898930000,299.2092900000,297.2561040000,294.6965940000
2.6235001100,300.5803830000,300.4001460000,299.2179870000,297.2620850000,294.6989140000
2.6259999300,300.5908810000,300.4104310000,299.2267150000,297.2680970000,294.7012330000
2.6284999800,300.6013790000,300.4207150000,299.2354130000,297.2740780000,294.7035520000
2.6310000400,300.6118770000,300.4310000000,299.2441100000,297.2800600000,294.7058720000
2.6335001000,300.6223750000,300.4412540000,299.2528080000,297.2860410000,294.7081910000
2.6359999200,300.6328740000,300.4515380000,299.2615050000,297.2920230000,294.7105100000
2.6384999800,300.6433720000,300.4617920000,299.2702030000,297.2980350000,294.7127990000
2.6410000300,300.6538700000,300.4720760000,299.2789000000,297.3039860000,294.7151180000
2.6435000900,300.6643370000,300.4823300000,299.2875980000,297.3099670000,294.7174380000
2.6459999100,300.6748350000,300.4926150000,299.2962950000,297.3159480000,294.7197570000
2.6484999700,300.6853330000,300.5028690000,299.3049930000,297.3219300000,294.7220760000
2.6510000200,300.6958310000,300.5131230000,299.3136900000,297.3279110000,294.7243960000
2.6535000800,300.7062990000,300.5233760000,299.3223570000,297.3338930000,294.7267150000
2.6559999000,300.7167660000,300.5336300000,299.3310550000,297.3398740000,294.7290340000
2.6584999600,300.7272640000,300.5438840000,299.3397520000,297.3458250000,294.7313540000
2.6610000100,300.7377320000,300.5541380000,299.3484190000,297.3518070000,294.7336730000
2.6635000700,300.7482300000,300.5643920000,299.3571170000,297.3577880000,294.7359620000
2.6659998900,300.7586980000,300.5746460000,299.3657840000,297.3637390000,294.7382810000
2.6684999500,300.7691650000,300.5849000000,299.3744810000,297.3697200000,294.7406010000
2.6710000000,300.7796330000,300.5951540000,299.3831480000,297.3757020000,294.7429200000
2.6735000600,300.7901000000,300.6053770000,299.3918150000,297.3816530000,294.7452090000
2.6760001200,300.8005680000,300.6156310000,299.4005130000,297.3876340000,294.7475280000
2.6784999400,300.8110350000,300.6258540000,299.4091800000,297.3935850000,294.7498470000
2.6809999900,300.8215030000,300.6360780000,299.4178470000,297.3995670000,294.7521670000
2.6835000500,300.8319400000,300.6463320000,299.4265140000,297.4055180000,294.7544560000
2.6860001100,300.8424070000,300.6565550000,299.4351810000,297.4114990000,294.7567750000
2.6884999300,300.8528750000,300.6667790000,299.4438480000,297.4174500000,294.7590940000
2.6909999800,300.8633120000,300.6770320000,299.4525150000,297.4234010000,294.7614140000
2.6935000400,300.8737790000,300.6872250000,299.4611820000,297.4293820000,294.7637020000
2.6960001000,300.8842160000,300.6974790000,299.4698490000,297.4353330000,294.7660220000
2.6984999200,300.8946840000,300.7077030000,299.4785160000,297.4413150000,294.7683410000
2.7009999800,300.9051210000,300.7178960000,299.4871830000,297.4472660000,294.7706300000
2.7035000300,300.9155580000,300.7281190000,299.4958500000,297.4532170000,294.7729490000
2.7060000900,300.9259950000,300.7383420000,299.5044860000,297.4591670000,294.7752690000
2.7084999100,300.9364320000,300.7485660000,299.5131530000,297.4651180000,294.7775570000
2.7109999700,300.9468690000,300.7587890000,299.5218200000,297.4711000000,294.7798770000
2.7135000200,300.9573060000,300.7689820000,299.5304570000,297.4770510000,294.7821660000
2.7160000800,300.9677430000,300.7792050000,299.5391240000,297.4830020000,294.7844850000
2.7184999000,300.9781800000,300.7893980000,299.5477600000,297.4889530000,294.7868040000
2.7209999600,300.9886170000,300.7996220000,299.5564270000,297.4949040000,294.7891240000
2.7235000100,300.9990230000,300.8098140000,299.5650630000,297.5008540000,294.7914120000
2.7260000700,301.0094600000,300.8200070000,299.5737000000,297.5068050000,294.7937320000
2.7284998900,301.0198670000,300.8302310000,299.5823360000,297.5127560000,294.7960210000
2.7309999500,301.0303040000,300.8404240000,299.5910030000,297.5187070000,294.7983400000
2.7335000000,301.0407410000,300.8506160000,299.5996400000,297.5246580000,294.8006290000
2.7360000600,301.0511470000,300.8608090000,299.6082760000,297.5305790000,294.8029480000
2.7385001200,301.0615540000,300.8710020000,299.6169130000,297.5365300000,294.8052370000
2.7409999400,301.0719910000,300.8811950000,299.6255490000,297.5424800000,294.8075560000
2.7434999900,301.0823970000,300.8913880000,299.6341860000,297.5484310000,294.8098450000
2.7460000500,301.0928040000,300.9015810000,299.6428220000,297.5543820000,294.8121640000
2.7485001100,301.1032100000,300.9117430000,299.6514590000,297.5603030000,294.8144840000
2.7509999300,301.1136170000,300.9219360000,299.6600950000,297.5662540000,294.8167720000
2.7534999800,301.1240230000,300.9320980000,299.6687010000,297.5722050000,294.8190610000
2.7560000400,301.1344300000,300.9422910000,299.6773380000,297.5781250000,294.8213810000
2.7585001000,301.1448060000,300.9524540000,299.6859740000,297.5840760000,294.8236690000
2.7609999200,301.1552120000,300.9626460000,299.6945800000,297.5899960000,294.8259890000
2.7634999800,301.1656190000,300.9728090000,299.7032170000,297.5959470000,294.8282780000
2.7660000300,301.1759950000,300.9830020000,299.7118230000,297.6018680000,294.8305660000
2.7685000900,301.1864010000,300.9931640000,299.7204590000,297.6077880000,294.8328860000
2.7709999100,301.1967770000,301.0033260000,299.7290650000,297.6137390000,294.8351750000
2.7734999700,301.2071840000,301.0134890000,299.7376710000,297.6196590000,294.8374940000
2.7760000200,301.2175600000,301.0236510000,299.7462770000,297.6255800000,294.8397830000
2.7785000800,301.2279360000,301.0338130000,299.7549130000,297.6315310000,294.8420720000
2.7809999000,301.2383420000,301.0439760000,299.7635190000,297.6374510000,294.8443910000
2.7834999600,301.2487180000,301.0541380000,299.7721250000,297.6433720000,294.8466800000
2.7860000100,301.2590940000,301.0643010000,299.7807310000,297.6492920000,294.8489690000
2.7885000700,301.2694700000,301.0744320000,299.7893370000,297.6552120000,294.8512570000
2.7909998900,301.2798460000,301.0845950000,299.7979430000,297.6611330000,294.8535770000
2.7934999500,301.2902220000,301.0947570000,299.8065490000,297.6670530000,294.8558650000
2.7960000000,301.3005980000,301.1048890000,299.8151550000,297.6729740000,294.8581540000
2.7985000600,301.3109740000,301.1150510000,299.8237610000,297.6788940000,294.8604740000
2.8010001200,301.3213500000,301.1252140000,299.8323360000,297.6848140000,294.8627620000
2.8034999400,301.3317260000,301.1353450000,299.8409420000,297.6907350000,294.8650510000
2.8059999900,301.3421020000,301.1454770000,299.8495480000,297.6966550000,294.8673400000
2.8085000500,301.3524480000,301.1556400000,299.8581540000,297.7025760000,294.8696290000
2.8110001100,301.3628230000,301.1657710000,299.8667300000,297.7084960000,294.8719480000
2.8134999300,301.3731990000,301.1759340000,299.8753360000,297.7143860000,294.8742370000
2.8159999800,301.3835450000,301.1860660000,299.8839420000,297.7203060000,294.8765260000
2.8185000400,301.3938900000,301.1961980000,299.8925170000,297.7262270000,294.8788150000
2.8210001000,301.4042660000,301.2063290000,299.9011230000,297.7321470000,294.8811040000
2.8234999200,301.4146120000,301.2164610000,299.9096980000,297.7380370000,294.8833920000
2.8259999800,301.4249570000,301.2265930000,299.9182740000,297.7439580000,294.8856810000
2.8285000300,301.4353030000,301.2367250000,299.9268490000,297.7498780000,294.8879700000
2.8310000900,301.4456480000,301.2468260000,299.9354250000,297.7557680000,294.8902590000
2.8334999100,301.4560240000,301.2569580000,299.9440310000,297.7616880000,294.8925780000
2.8359999700,301.4663390000,301.2670900000,299.9526060000,297.7675780000,294.8948670000
2.8385000200,301.4766850000,301.2771910000,299.9611820000,297.7734680000,294.8971560000
2.8410000800,301.4870300000,301.2873230000,299.9697570000,297.7793880000,294.8994450000
2.8434999000,301.4973750000,301.2974550000,299.9783330000,297.7852780000,294.9017330000
2.8459999600,301.5077210000,301.3075560000,299.9869080000,297.7911990000,294.9040220000
2.8485000100,301.5180360000,301.3176570000,299.9954830000,297.7970890000,294.9063110000
2.8510000700,301.5283810000,301.3277890000,300.0040280000,297.8029790000,294.9086000000
2.8534998900,301.5387270000,301.3378910000,300.0126040000,297.8088680000,294.9108580000
2.8559999500,301.5490420000,301.3479920000,300.0211790000,297.8147580000,294.9131470000
2.8585000000,301.5593870000,301.3581240000,300.0297550000,297.8206790000,294.9154360000
2.8610000600,301.5697020000,301.3682250000,300.0383000000,297.8265690000,294.9177250000
2.8635001200,301.5800170000,301.3782960000,300.0468750000,297.8324580000,294.9200130000
2.8659999400,301.5903630000,301.3883970000,300.0554200000,297.8383480000,294.9223020000
2.8684999900,301.6006770000,301.3984990000,300.0639650000,297.8442380000,294.9245910000
2.8710000500,301.6109920000,301.4086000000,300.0725400000,297.8501280000,294.9268800000
2.8735001100,301.6213070000,301.4187010000,300.0810850000,297.8560180000,294.9291690000
2.8759999300,301.6316220000,301.4288020000,300.0896610000,297.8619080000,294.9314270000
2.8784999800,301.6419370000,301.4388730000,300.0982060000,297.8677980000,294.9337160000
2.8810000400,301.6522520000,301.4489750000,300.1067500000,297.8736570000,294.9360050000
2.8835001000,301.6625370000,301.4590450000,300.1152950000,297.8795470000,294.9382930000
2.8859999200,301.6728520000,301.4691470000,300.1238400000,297.8854370000,294.9405820000
2.8884999800,301.6831360000,301.4792180000,300.1323850000,297.8913270000,294.9428410000
2.8910000300,301.6934510000,301.4892880000,300.1409300000,297.8971860000,294.9451290000
2.8935000900,301.7037350000,301.4993900000,300.1494750000,297.9030760000,294.9474180000
2.8959999100,301.7140500000,301.5094600000,300.1580200000,297.9089660000,294.9497070000
2.8984999700,301.7243350000,301.5195310000,300.1665650000,297.9148250000,294.9519650000
2.9010000200,301.7346190000,301.5296020000,300.1750790000,297.9207150000,294.9542540000
2.9035000800,301.7449340000,301.5396730000,300.1836240000,297.9265750000,294.9565430000
2.9059999000,301.7552190000,301.5497440000,300.1921390000,297.9324650000,294.9588320000
2.9084999600,301.7655030000,301.5598140000,300.2006840000,297.9383240000,294.9610900000
2.9110000100,301.7757870000,301.5698550000,300.2091980000,297.9442140000,294.9633790000
2.9135000700,301.7860720000,301.5799260000,300.2177430000,297.9500730000,294.9656370000
2.9159998900,301.7963560000,301.5899660000,300.2262570000,297.9559330000,294.9679260000
2.9184999500,301.8066410000,301.6000370000,300.2348020000,297.9618230000,294.9702150000
2.9210000000,301.8168950000,301.6101070000,300.2433170000,297.9676820000,294.9724730000
2.9235000600,301.8271790000,301.6201480000,300.2518310000,297.9735410000,294.9747620000
2.9260001200,301.8374630000,301.6301880000,300.2603450000,297.9794010000,294.9770200000
2.9284999400,301.8477170000,301.6402590000,300.2688600000,297.9852600000,294.9793090000
2.9309999900,301.8580020000,301.6502990000,300.2774050000,297.9911190000,294.9815670000
2.9335000500,301.8682560000,301.6603390000,300.2859190000,297.9969790000,294.9838560000
2.9360001100,301.8785100000,301.6703800000,300.2944340000,298.0028380000,294.9861450000
2.9384999300,301.8887940000,301.6804500000,300.3029170000,298.0086980000,294.9884030000
2.9409999800,301.8990480000,301.6904910000,300.3114320000,298.0145570000,294.9906920000
2.9435000400,301.9093020000,301.7005310000,300.3199460000,298.0204160000,294.9929500000
2.9460001000,301.9195560000,301.7105410000,300.3284610000,298.0262760000,294.9952090000
2.9484999200,301.9298100000,301.7205810000,300.3369750000,298.0321350000,294.9974980000
2.9509999800,301.9400940000,301.7306210000,300.3454590000,298.0379940000,294.9997560000
2.9535000300,301.9503170000,301.7406620000,300.3539730000,298.0438540000,295.0020450000
2.9560000900,301.9605710000,301.7506710000,300.3624570000,298.0496830000,295.0043030000
2.9584999100,301.9708250000,301.7607120000,300.3709720000,298.0555420000,295.0065610000
2.9609999700,301.9810790000,301.7707520000,300.3794560000,298.0614010000,295.0088500000
2.9635000200,301.9913330000,301.7807620000,300.3879700000,298.0672300000,295.0111080000
2.9660000800,302.0015560000,301.7907710000,300.3964540000,298.0730900000,295.0133670000
2.9684999000,302.0118100000,301.8008120000,300.4049380000,298.0789180000,295.0156560000
2.9709999600,302.0220340000,301.8108220000,300.4134520000,298.0847780000,295.0179140000
2.9735000100,302.0322880000,301.8208310000,300.4219360000,298.0906070000,295.0202030000
2.9760000700,302.0425110000,301.8308410000,300.4304200000,298.0964660000,295.0224610000
