 Y [ m ],Tol_4_Velocity [ m s^-1 ], Tol_6_Velocity [ m s^-1 ]
0.0141768,0.97365332,0.97363979
0.0141826,0.97430646,0.97429645
0.01418841,0.97490770,0.97490209
0.01419422,0.97543848,0.97543871
0.01420002,0.97596973,0.97597569
0.01420583,0.97650123,0.97651285
0.01421163,0.97703302,0.97705042
0.01421744,0.97756511,0.97758818
0.01422324,0.97809756,0.97812635
0.01422905,0.97863030,0.97866488
0.01423486,0.97916329,0.9792037
0.01424066,0.97969675,0.97974271
0.01424647,0.98023033,0.98028219
0.01425227,0.98076439,0.98082191
0.01425808,0.98174858,0.98180175
0.01426389,0.98273474,0.98278338
0.01426969,0.98372138,0.9837656
0.0142755,0.98470861,0.98474842
0.0142813,0.98569632,0.98573166
0.01428711,0.98668450,0.98671532
0.01429292,0.98767334,0.98769969
0.01429872,0.98866260,0.98868448
0.01430453,0.98965234,0.98966974
0.01431033,0.99064261,0.9906556
0.01431614,0.99163342,0.99164182
0.01432194,0.99274427,0.99274999
0.01432775,0.99386513,0.99386823
0.01433356,0.99498689,0.99498731
0.01433936,0.99610937,0.99610728
0.01434517,0.99723274,0.99722791
0.01435097,0.99835676,0.99834943
0.01435678,0.99948174,0.99947178
0.01436259,1.00060749,1.00059497
0.01436839,1.00173414,1.00171888
0.0143742,1.00286150,1.00284374
0.01438,1.00398970,1.00396931
0.01438581,1.00511873,1.00509572
0.01439162,1.00624847,1.00622272
0.01439742,1.00737894,1.00735068
0.01440323,1.00884223,1.00881612
0.01440903,1.01038909,1.0103668
0.01441484,1.01193666,1.01191819
0.01442064,1.01358628,1.01357365
0.01442645,1.01545346,1.01545179
0.01443226,1.01732194,1.01733112
0.01443806,1.01919103,1.01921129
0.01444387,1.02106130,1.02109253
0.01444967,1.02293277,1.02297497
0.01445548,1.02477992,1.02483153
0.01446129,1.02656567,1.02662301
0.01446709,1.02835226,1.02841544
0.0144729,1.03013992,1.03020871
0.0144787,1.03192842,1.03200305
0.01448451,1.03371799,1.03379846
0.01449031,1.03550828,1.03559434
0.01449612,1.03729975,1.03739142
0.01450193,1.03909194,1.03918934
0.01450773,1.04088497,1.04098821
0.01451354,1.04267895,1.04278803
0.01451934,1.04441512,1.04453528
0.01452515,1.04588604,1.04604101
0.01453096,1.04735780,1.0475477
0.01453676,1.04883039,1.04905522
0.01454257,1.05030394,1.05056369
0.01454837,1.05177820,1.05207312
0.01455418,1.05325329,1.05358338
0.01455999,1.05472946,1.05509448
0.01456579,1.05567229,1.05609322
0.0145716,1.05642104,1.05690563
0.0145774,1.05717027,1.0577184
0.01458321,1.05791974,1.0585314
0.01458901,1.05866945,1.05934489
0.01459482,1.05941951,1.06015861
0.01460063,1.06017005,1.06097281
0.01460643,1.06092083,1.06178725
0.01461224,1.06167197,1.06260216
0.01461804,1.06031501,1.06130123
0.01462385,1.05667138,1.05770493
0.01462966,1.05302763,1.05410874
0.01463546,1.04938400,1.05051243
0.01464127,1.04574037,1.04691637
0.01464707,1.04209661,1.04331994
0.01465288,1.03845310,1.03972399
0.01465868,1.03480959,1.03612781
0.01466449,1.03116596,1.03253162
0.0146703,1.02752256,1.02893543
0.0146761,1.02387905,1.02533925
0.01468191,1.02023542,1.0217433
0.01468771,1.01659203,1.01814711
0.01469352,1.01294851,1.01455104
0.01469933,1.00930488,1.01095498
0.01470513,1.00566161,1.00735879
0.01471094,1.00263071,1.00438857
0.01471674,0.99984211,1.00166571
0.01472255,0.99705350,0.99894279
0.01472836,0.98840851,0.99025017
0.01473416,0.97407120,0.9757511
0.01473997,0.95625591,0.95770335
0.01474577,0.93844265,0.93965757
0.01475158,0.92063165,0.92161393
0.01475738,0.90282291,0.90357244
0.01476319,0.88501656,0.88553351
0.014769,0.86721283,0.86749685
0.0147748,0.84941167,0.84946293
0.01478061,0.83161348,0.83143193
0.01478641,0.81381840,0.81340402
0.01479222,0.79586446,0.79521531
0.01479803,0.77872783,0.77784902
0.01480383,0.76136559,0.76025498
0.01480964,0.74400723,0.74266493
0.01481544,0.72665316,0.725079
0.01482125,0.70930350,0.70749736
0.01482705,0.69195867,0.68992054
0.01483286,0.67273921,0.67046511
0.01483867,0.64057821,0.6380406
0.01484447,0.60818392,0.60535264
0.01485028,0.57555652,0.5724014
0.01485608,0.54293281,0.53945398
0.01486189,0.51031363,0.50651109
0.0148677,0.47769976,0.47357377
0.0148735,0.44509241,0.44064325
0.01487931,0.41249317,0.40772116
0.01488511,0.37990409,0.37480968
0.01489092,0.34732798,0.34191197
0.01489673,0.31476900,0.30903232
0.01490253,0.28223297,0.27617729
0.01490834,0.24972886,0.24335675
0.01491414,0.00000000,0
0.01491995,0.00000000,0
0.01492575,0.00000000,0
0.01493156,0.00000000,0
0.01493737,0.00000000,0
0.01494317,0.00000000,0
0.01494898,0.00000000,0
0.01495478,0.00000000,0
0.01496059,0.00000000,0
0.0149664,0.00000000,0
0.0149722,0.00000000,0
0.01497801,0.00000000,0
0.01498381,0.00000000,0
0.01498962,0.00000000,0
0.01499543,0.00000000,0
0.01500123,0.00000000,0
0.01500704,0.00000000,0
0.01501284,0.00000000,0
0.01501865,0.00000000,0
0.01502445,0.00000000,0
0.01503026,0.00000000,0
0.01503607,0.00000000,0
0.01504187,0.00000000,0
0.01504768,0.00000000,0
0.01505348,0.00000000,0
0.01505929,0.00000000,0
0.0150651,0.00000000,0
0.0150709,0.00000000,0
0.01507671,0.00000000,0
0.01508251,0.00000000,0
0.01508832,0.00000000,0
0.01509412,0.00000000,0
0.01509993,0.00000000,0
0.01510574,0.00000000,0
0.01511154,0.00000000,0
0.01511735,0.00000000,0
0.01512315,0.00000000,0
0.01512896,0.00000000,0
0.01513477,0.00000000,0
0.01514057,0.00000000,0
0.01514638,0.00000000,0
0.01515218,0.00000000,0
0.01515799,0.00000000,0
0.0151638,0.00000000,0
0.0151696,0.00000000,0
0.01517541,0.00000000,0
0.01518121,0.00000000,0
0.01518702,0.00000000,0
0.01519282,0.00000000,0
0.01519863,0.00000000,0
0.01520444,0.00000000,0
0.01521024,0.00000000,0
0.01521605,0.00000000,0
0.01522185,0.00000000,0
0.01522766,0.00000000,0
0.01523347,0.00000000,0
0.01523927,0.00000000,0
0.01524508,0.00000000,0
0.01525088,0.00000000,0
0.01525669,0.00000000,0
0.01526249,0.00000000,0
0.0152683,0.00000000,0
0.01527411,0.00000000,0
0.01527991,0.00000000,0
0.01528572,0.00000000,0
0.01529152,0.00000000,0
0.01529733,0.00000000,0
0.01530314,0.00000000,0
0.01530894,0.00000000,0
0.01531475,0.00000000,0
0.01532055,0.00000000,0
0.01532636,0.00000000,0
0.01533217,0.00000000,0
0.01533797,0.00000000,0
0.01534378,0.00000000,0
0.01534958,0.00000000,0
0.01535539,0.00000000,0
0.01536119,0.00000000,0
0.015367,0.00000000,0
0.01537281,0.00000000,0
0.01537861,0.00000000,0
0.01538442,0.00000000,0
0.01539022,0.00000000,0
0.01539603,0.00000000,0
0.01540184,0.00000000,0
0.01540764,0.00000000,0
0.01541345,0.00000000,0
0.01541925,0.00000000,0
0.01542506,0.00000000,0
