X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
0,0.004525,0.046925001,0.005687978
0,0.004528201,0.046925001,0.005695127
0,0.004531401,0.046925001,0.005702314
0,0.004534602,0.046925001,0.005709147
0,0.004537802,0.046925001,0.005716781
0,0.004541003,0.046925001,0.005724077
0,0.004544203,0.046925001,0.005731389
0,0.004547404,0.046925001,0.005738737
0,0.004550604,0.046925001,0.005746123
0,0.004553805,0.046925001,0.005753546
0,0.004557005,0.046925001,0.005761006
0,0.004560206,0.046925001,0.005768503
0,0.004563406,0.046925001,0.005776036
0,0.004566607,0.046925001,0.005783606
0,0.004569807,0.046925001,0.005791211
0,0.004573008,0.046925001,0.005798854
0,0.004576208,0.046925001,0.005806531
0,0.004579409,0.046925001,0.005814245
0,0.004582609,0.046925001,0.005821995
0,0.00458581,0.046925001,0.00582978
0,0.00458901,0.046925001,0.005837602
0,0.004592211,0.046925001,0.005845457
0,0.004595411,0.046925001,0.005853348
0,0.004598612,0.046925001,0.005861275
0,0.004601812,0.046925001,0.005869236
0,0.004605013,0.046925001,0.005877231
0,0.004608213,0.046925001,0.005885262
0,0.004611414,0.046925001,0.005893327
0,0.004614614,0.046925001,0.005901426
0,0.004617814,0.046925001,0.005909559
0,0.004621015,0.046925001,0.005917727
0,0.004624215,0.046925001,0.005925928
0,0.004627416,0.046925001,0.005934164
0,0.004630616,0.046925001,0.005942432
0,0.004633817,0.046925001,0.005950735
0,0.004637017,0.046925001,0.00595907
0,0.004640218,0.046925001,0.005967438
0,0.004643418,0.046925001,0.005975679
0,0.004646619,0.046925001,0.005983829
0,0.004649819,0.046925001,0.005992013
0,0.00465302,0.046925001,0.006000227
0,0.00465622,0.046925001,0.006008512
0,0.004659421,0.046925001,0.006016568
0,0.004662621,0.046925001,0.006024655
0,0.004665822,0.046925001,0.006032773
0,0.004669022,0.046925001,0.006040922
0,0.004672223,0.046925001,0.0060491
0,0.004675423,0.046925001,0.00605731
0,0.004678624,0.046925001,0.00606555
0,0.004681824,0.046925001,0.00607382
0,0.004685025,0.046925001,0.00608212
0,0.004688225,0.046925001,0.006092395
0,0.004691426,0.046925001,0.006103347
0,0.004694626,0.046925001,0.006114321
0,0.004697827,0.046925001,0.006125318
0,0.004701027,0.046925001,0.006136338
0,0.004704228,0.046925001,0.00614738
0,0.004707428,0.046925001,0.006158444
0,0.004710629,0.046925001,0.00616953
0,0.004713829,0.046925001,0.006180607
0,0.00471703,0.046925001,0.006191689
0,0.00472023,0.046925001,0.006202796
0,0.004723431,0.046925001,0.006213924
0,0.004726631,0.046925001,0.006225076
0,0.004729832,0.046925001,0.0062365
0,0.004733032,0.046925001,0.006248034
0,0.004736233,0.046925001,0.00625959
0,0.004739433,0.046925001,0.006271172
0,0.004742634,0.046925001,0.006282777
0,0.004745834,0.046925001,0.006294406
0,0.004749035,0.046925001,0.006306056
0,0.004752235,0.046925001,0.006317732
0,0.004755436,0.046925001,0.006329429
0,0.004758636,0.046925001,0.006340822
0,0.004761837,0.046925001,0.006352853
0,0.004765037,0.046925001,0.006364519
0,0.004768238,0.046925001,0.006376208
0,0.004771438,0.046925001,0.006387918
0,0.004774639,0.046925001,0.006399652
0,0.004777839,0.046925001,0.006411407
0,0.004781039,0.046925001,0.006423183
0,0.00478424,0.046925001,0.006434982
0,0.00478744,0.046925001,0.006446801
0,0.004790641,0.046925001,0.006458644
0,0.004793841,0.046925001,0.006470508
0,0.004797042,0.046925001,0.006482392
0,0.004800242,0.046925001,0.006494298
0,0.004803443,0.046925001,0.006506224
0,0.004806643,0.046925001,0.006518172
0,0.004809844,0.046925001,0.006530141
0,0.004813044,0.046925001,0.00654213
0,0.004816245,0.046925001,0.006554139
0,0.004819445,0.046925001,0.00656617
0,0.004822646,0.046925001,0.006578221
0,0.004825846,0.046925001,0.006590291
0,0.004829047,0.046925001,0.006602383
0,0.004832247,0.046925001,0.006614494
0,0.004835448,0.046925001,0.006626625
0,0.004838648,0.046925001,0.006638776
0,0.004841849,0.046925001,0.006650947
0,0.004845049,0.046925001,0.006663138
0,0.00484825,0.046925001,0.006675348
0,0.00485145,0.046925001,0.006687577
0,0.004854651,0.046925001,0.006700402
0,0.004857851,0.046925001,0.006713496
0,0.004861052,0.046925001,0.006726604
0,0.004864252,0.046925001,0.006739728
0,0.004867453,0.046925001,0.006752865
0,0.004870653,0.046925001,0.006766016
0,0.004873854,0.046925001,0.006779182
0,0.004877054,0.046925001,0.006792362
0,0.004880255,0.046925001,0.006805555
0,0.004883455,0.046925001,0.006818763
0,0.004886656,0.046925001,0.006831985
0,0.004889856,0.046925001,0.00684522
0,0.004893057,0.046925001,0.006858388
0,0.004896257,0.046925001,0.006871475
0,0.004899458,0.046925001,0.006884574
0,0.004902658,0.046925001,0.006897687
0,0.004905859,0.046925001,0.006910811
0,0.004909059,0.046925001,0.006923949
0,0.00491226,0.046925001,0.006937099
0,0.00491546,0.046925001,0.006950263
0,0.004918661,0.046925001,0.006963438
0,0.004921861,0.046925001,0.006976626
0,0.004925062,0.046925001,0.006989826
0,0.004928262,0.046925001,0.00700304
0,0.004931463,0.046925001,0.007016265
0,0.004934663,0.046925001,0.007029503
0,0.004937863,0.046925001,0.007042753
0,0.004941064,0.046925001,0.007056013
0,0.004944264,0.046925001,0.007069288
0,0.004947465,0.046925001,0.007082574
0,0.004950665,0.046925001,0.007095871
0,0.004953866,0.046925001,0.00710918
0,0.004957066,0.046925001,0.0071225
0,0.004960267,0.046925001,0.007135834
0,0.004963467,0.046925001,0.007149178
0,0.004966668,0.046925001,0.007162534
0,0.004969868,0.046925001,0.007175901
0,0.004973069,0.046925001,0.00718928
0,0.004976269,0.046925001,0.00720267
0,0.00497947,0.046925001,0.007216249
0,0.00498267,0.046925001,0.00723005
0,0.004985871,0.046925001,0.007243863
0,0.004989071,0.046925001,0.007257687
0,0.004992272,0.046925001,0.007271524
0,0.004995472,0.046925001,0.007285371
0,0.004998673,0.046925001,0.007299229
0,0.005001873,0.046925001,0.007313098
0,0.005005074,0.046925001,0.007326979
0,0.005008274,0.046925001,0.007340758
0,0.005011475,0.046925001,0.007354318
0,0.005014675,0.046925001,0.007367888
0,0.005017876,0.046925001,0.007381465
0,0.005021076,0.046925001,0.007395052
0,0.005024277,0.046925001,0.007408647
0,0.005027477,0.046925001,0.007422251
0,0.005030678,0.046925001,0.007435863
0,0.005033878,0.046925001,0.007449484
0,0.005037079,0.046925001,0.007463114
0,0.005040279,0.046925001,0.007476752
0,0.00504348,0.046925001,0.007490563
0,0.00504668,0.046925001,0.007504764
0,0.005049881,0.046925001,0.007518972
0,0.005053081,0.046925001,0.007533188
0,0.005056282,0.046925001,0.007547412
0,0.005059482,0.046925001,0.007561644
0,0.005062683,0.046925001,0.007575883
0,0.005065883,0.046925001,0.00759013
0,0.005069084,0.046925001,0.007604384
0,0.005072284,0.046925001,0.007618647
0,0.005075485,0.046925001,0.007632917
0,0.005078685,0.046925001,0.007647193
0,0.005081886,0.046925001,0.007661478
0,0.005085086,0.046925001,0.00767577
0,0.005088287,0.046925001,0.007690069
0,0.005091487,0.046925001,0.007704375
0,0.005094688,0.046925001,0.007718689
0,0.005097888,0.046925001,0.00773301
0,0.005101088,0.046925001,0.007747292
0,0.005104289,0.046925001,0.00776149
0,0.005107489,0.046925001,0.007775696
0,0.00511069,0.046925001,0.007789908
0,0.00511389,0.046925001,0.007804127
0,0.005117091,0.046925001,0.007818353
0,0.005120291,0.046925001,0.007832586
0,0.005123492,0.046925001,0.007846825
0,0.005126692,0.046925001,0.007861071
0,0.005129893,0.046925001,0.007875324
0,0.005133093,0.046925001,0.007889585
0,0.005136294,0.046925001,0.007903851
