X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
0.0000000000,0.0045250002,0.0469250008,0.0000278193
0.0000000000,0.0045282007,0.0469250008,0.0000266120
0.0000000000,0.0045314012,0.0469250008,0.0000293245
0.0000000000,0.0045346017,0.0469250008,0.0000344694
0.0000000000,0.0045378022,0.0469250008,0.0000411441
0.0000000000,0.0045410027,0.0469250008,0.0000487239
0.0000000000,0.0045442032,0.0469250008,0.0000568478
0.0000000000,0.0045474037,0.0469250008,0.0000653133
0.0000000000,0.0045506041,0.0469250008,0.0000740030
0.0000000000,0.0045538046,0.0469250008,0.0000828466
0.0000000000,0.0045570051,0.0469250008,0.0000917996
0.0000000000,0.0045602056,0.0469250008,0.0001008327
0.0000000000,0.0045634061,0.0469250008,0.0001105724
0.0000000000,0.0045666066,0.0469250008,0.0001218208
0.0000000000,0.0045698071,0.0469250008,0.0001331357
0.0000000000,0.0045730076,0.0469250008,0.0001445016
0.0000000000,0.0045762081,0.0469250008,0.0001559074
0.0000000000,0.0045794086,0.0469250008,0.0001673448
0.0000000000,0.0045826091,0.0469250008,0.0001788078
0.0000000000,0.0045858095,0.0469250008,0.0001902917
0.0000000000,0.0045890100,0.0469250008,0.0002017931
0.0000000000,0.0045922105,0.0469250008,0.0002133091
0.0000000000,0.0045954110,0.0469250008,0.0002248374
0.0000000000,0.0045986115,0.0469250008,0.0002363762
0.0000000000,0.0046018120,0.0469250008,0.0002479242
0.0000000000,0.0046050125,0.0469250008,0.0002594799
0.0000000000,0.0046082130,0.0469250008,0.0002710425
0.0000000000,0.0046114135,0.0469250008,0.0002826111
0.0000000000,0.0046146140,0.0469250008,0.0002941850
0.0000000000,0.0046178144,0.0469250008,0.0003057636
0.0000000000,0.0046210149,0.0469250008,0.0003173464
0.0000000000,0.0046242154,0.0469250008,0.0003289330
0.0000000000,0.0046274159,0.0469250008,0.0003405229
0.0000000000,0.0046306164,0.0469250008,0.0003521158
0.0000000000,0.0046338169,0.0469250008,0.0003637114
0.0000000000,0.0046370174,0.0469250008,0.0003751944
0.0000000000,0.0046402179,0.0469250008,0.0003864433
0.0000000000,0.0046434184,0.0469250008,0.0003976972
0.0000000000,0.0046466189,0.0469250008,0.0004089558
0.0000000000,0.0046498193,0.0469250008,0.0004202186
0.0000000000,0.0046530198,0.0469250008,0.0004314854
0.0000000000,0.0046562203,0.0469250008,0.0004427559
0.0000000000,0.0046594208,0.0469250008,0.0004540296
0.0000000000,0.0046626213,0.0469250008,0.0004653065
0.0000000000,0.0046658218,0.0469250008,0.0004765864
0.0000000000,0.0046690223,0.0469250008,0.0004878689
0.0000000000,0.0046722228,0.0469250008,0.0004991539
0.0000000000,0.0046754233,0.0469250008,0.0005104413
0.0000000000,0.0046786238,0.0469250008,0.0005217309
0.0000000000,0.0046818242,0.0469250008,0.0005324922
0.0000000000,0.0046850247,0.0469250008,0.0005437999
0.0000000000,0.0046882252,0.0469250008,0.0005544187
0.0000000000,0.0046914257,0.0469250008,0.0005650396
0.0000000000,0.0046946262,0.0469250008,0.0005756625
0.0000000000,0.0046978267,0.0469250008,0.0005862874
0.0000000000,0.0047010272,0.0469250008,0.0005969139
0.0000000000,0.0047042277,0.0469250008,0.0006075422
0.0000000000,0.0047074282,0.0469250008,0.0006181722
0.0000000000,0.0047106287,0.0469250008,0.0006288037
0.0000000000,0.0047138291,0.0469250008,0.0006394367
0.0000000000,0.0047170296,0.0469250008,0.0006500710
0.0000000000,0.0047202301,0.0469250008,0.0006607066
0.0000000000,0.0047234306,0.0469250008,0.0006713434
0.0000000000,0.0047266311,0.0469250008,0.0006819815
0.0000000000,0.0047298316,0.0469250008,0.0006926207
0.0000000000,0.0047330321,0.0469250008,0.0007032610
0.0000000000,0.0047362326,0.0469250008,0.0007139023
0.0000000000,0.0047394331,0.0469250008,0.0007245447
0.0000000000,0.0047426336,0.0469250008,0.0007351879
0.0000000000,0.0047458340,0.0469250008,0.0007458322
0.0000000000,0.0047490345,0.0469250008,0.0007577103
0.0000000000,0.0047522350,0.0469250008,0.0007698183
0.0000000000,0.0047554355,0.0469250008,0.0007819291
0.0000000000,0.0047586360,0.0469250008,0.0007940426
0.0000000000,0.0047618365,0.0469250008,0.0008061586
0.0000000000,0.0047650370,0.0469250008,0.0008182771
0.0000000000,0.0047682375,0.0469250008,0.0008303981
0.0000000000,0.0047714380,0.0469250008,0.0008425211
0.0000000000,0.0047746385,0.0469250008,0.0008546465
0.0000000000,0.0047778389,0.0469250008,0.0008667737
