 Y [ m ], Velocity [ m s^-1 ]
0.0050249998,0.1487667263
0.0050400151,0.1477903277
0.0050550299,0.1468310505
0.0050700447,0.1458891779
0.0050850594,0.1449650675
0.0051000742,0.1440590322
0.0051150890,0.1431714445
0.0051301038,0.1423026174
0.0051451186,0.1414529532
0.0051601334,0.1406227350
0.0051751481,0.1398123354
0.0051901629,0.1390221119
0.0052051777,0.1382524073
0.0052201925,0.1375035644
0.0052352073,0.1369243860
0.0052502220,0.1366291344
0.0052652368,0.1363521814
0.0052802516,0.1360936612
0.0052952664,0.1358536780
0.0053102812,0.1356323063
0.0053252960,0.1354296655
0.0053403107,0.1352458149
0.0053553255,0.1350808591
0.0053703403,0.1349348575
0.0053853551,0.1348078549
0.0054003699,0.1346999109
0.0054153847,0.1346110851
0.0054303994,0.1345414221
0.0054454142,0.1344909072
0.0054604290,0.1344596148
0.0054754438,0.1344475448
0.0054904586,0.1344546527
0.0055054734,0.1344810128
0.0055204881,0.1345265657
0.0055355029,0.1345912963
0.0055505177,0.1346751899
0.0055655325,0.1347782016
0.0055805473,0.1349003017
0.0055955620,0.1350414157
0.0056105768,0.1352014989
0.0056255916,0.1353804767
0.0056406064,0.1355782896
0.0056556212,0.1357948333
0.0056706360,0.1360300332
0.0056856507,0.1362837851
0.0057006655,0.1365559995
0.0057156803,0.1368465424
0.0057306951,0.1371553242
0.0057457099,0.1374821961
0.0057607247,0.1378270388
0.0057757394,0.1381897330
0.0057907542,0.1385701150
0.0058057690,0.1389680654
0.0058207838,0.1393834055
0.0058357986,0.1398160011
0.0058508134,0.1402656883
0.0058658281,0.1407322884
0.0058808429,0.1412156671
0.0058958577,0.1417156011
0.0059108725,0.1422319710
0.0059258873,0.1427645683
0.0059409020,0.1433131993
0.0059559168,0.1435400099
0.0059709316,0.1436732709
0.0059859464,0.1438626796
0.0060009612,0.1441080421
0.0060159760,0.1444090307
0.0060309907,0.1447653920
0.0060460055,0.1451766193
0.0060610203,0.1456423104
0.0060760351,0.1461618990
0.0060910499,0.1467348486
0.0061060647,0.1473605335
0.0061210794,0.1481288374
0.0061360942,0.1492573619
0.0061511090,0.1504003853
0.0061661238,0.1515575349
0.0061811386,0.1527285129
0.0061961534,0.1539130211
0.0062111681,0.1551107168
0.0062261829,0.1563213319
0.0062411977,0.1575445235
0.0062562125,0.1587800086
0.0062712273,0.1600275487
0.0062862420,0.1612868160
0.0063012568,0.1625575572
0.0063162716,0.1638395190
0.0063312864,0.1651324034
0.0063463012,0.1664359868
0.0063613160,0.1677500159
0.0063763307,0.1690742374
0.0063913455,0.1704083979
0.0064063603,0.1717523187
0.0064213751,0.1731057316
0.0064363899,0.1744683981
0.0064514047,0.1758401394
0.0064664194,0.1772207320
0.0064814342,0.1786099821
0.0064964490,0.1800076962
0.0065114638,0.1814136058
0.0065264786,0.1828276366
0.0065414933,0.1842495352
0.0065565081,0.1856790930
0.0065715229,0.1871161759
0.0065865377,0.1885606200
0.0066015525,0.1900122464
0.0066165673,0.1914708912
0.0066315820,0.1929363608
0.0066465968,0.1944085509
0.0066616116,0.1958873123
0.0066766264,0.1973724514
0.0066916412,0.1988638640
0.0067066560,0.2003614008
0.0067216707,0.2018649131
0.0067366855,0.2033742666
0.0067517003,0.2048893571
0.0067667151,0.2064100355
0.0067817299,0.2079362124
0.0067967447,0.2095943093
0.0068117594,0.2104499787
0.0068267742,0.2113962025
0.0068417890,0.2123607695
0.0068568038,0.2133434415
0.0068718186,0.2143439651
0.0068868333,0.2153620869
0.0069018481,0.2163975388
0.0069168629,0.2174501121
0.0069318777,0.2185195684
0.0069468925,0.2196056098
0.0069619073,0.2207080126
0.0069769220,0.2218265533
0.0069919368,0.2229609788
0.0070069516,0.2241110355
0.0070219664,0.2252764851
0.0070369812,0.2264570892
0.0070519960,0.2276526392
0.0070670107,0.2288628668
0.0070820255,0.2299717218
0.0070970403,0.2308687419
0.0071120551,0.2317661941
0.0071270699,0.2326639891
0.0071420847,0.2335621715
0.0071570994,0.2344606966
0.0071721142,0.2353596240
0.0071871290,0.2362589091
0.0072021438,0.2371585369
0.0072171586,0.2380585223
0.0072321733,0.2389588654
0.0072471881,0.2398595661
0.0072622029,0.2407605946
0.0072772177,0.2416619510
0.0072922325,0.2425636649
0.0073072473,0.2434656918
0.0073222620,0.2443680316
0.0073372768,0.2452707291
0.0073522916,0.2461736947
0.0073673064,0.2470770329
0.0073823212,0.2479806840
0.0073973360,0.2488846183
0.0074123507,0.2497888804
0.0074273655,0.2506934106
