 Y [ m ], Velocity [ m s^-1 ]
0.0189587194,0.0943749100
0.0189737342,0.0940070972
0.0189887490,0.0936395898
0.0190037638,0.0932723731
0.0190187786,0.0929054692
0.0190337934,0.0925388560
0.0190488081,0.0921725705
0.0190638229,0.0918065906
0.0190788377,0.0914409384
0.0190938525,0.0910755992
0.0191088673,0.0907105878
0.0191238821,0.0903459042
0.0191388968,0.0899815708
0.0191539116,0.0897222161
0.0191689264,0.0895412341
0.0191839412,0.0893603340
0.0191989560,0.0891795307
0.0192139708,0.0889988020
0.0192289855,0.0888181776
0.0192440003,0.0886376351
0.0192590151,0.0884571895
0.0192740299,0.0882768258
0.0192890447,0.0880965665
0.0193040594,0.0879163817
0.0193190742,0.0877363086
0.0193340890,0.0875563174
0.0193491038,0.0873764232
0.0193641186,0.0871966183
0.0193791334,0.0870169029
0.0193941481,0.0868373066
0.0194091629,0.0866577849
0.0194241777,0.0864978731
0.0194391925,0.0862759203
0.0194542073,0.0860759988
0.0194692221,0.0858760998
0.0194842368,0.0856762379
0.0194992516,0.0854763985
0.0195142664,0.0852765962
0.0195292812,0.0850768089
0.0195442960,0.0848770589
0.0195593107,0.0846773386
0.0195743255,0.0844776407
0.0195893403,0.0842779800
0.0196043551,0.0840783343
0.0196193699,0.0838787332
0.0196343847,0.0836791694
0.0196493994,0.0834796131
0.0196644142,0.0832801089
0.0196794290,0.0830806121
0.0196944438,0.0828811601
0.0197094586,0.0826817527
0.0197244734,0.0824823529
0.0197394881,0.0822829977
0.0197545029,0.0820836723
0.0197695177,0.0818843767
0.0197845325,0.0816851109
0.0197995473,0.0814858899
0.0198145621,0.0812866911
0.0198295768,0.0810875222
0.0198445916,0.0808883905
0.0198596064,0.0806892961
0.0198746212,0.0804902315
0.0198896360,0.0802911967
0.0199046507,0.0800921991
0.0199196655,0.0798932388
