 Y [ m ], Velocity [ m s^-1 ]
0.0099648638,0.3227578104
0.0099798786,0.3251998127
0.0099948933,0.3276424110
0.0100099081,0.3300855160
0.0100249229,0.3325291872
0.0100399377,0.3349733949
0.0100549525,0.3374181092
0.0100699672,0.3393435478
0.0100849820,0.3410469890
0.0100999968,0.3427509964
0.0101150116,0.3444554806
0.0101300264,0.3461604416
0.0101450412,0.3478659093
0.0101600559,0.3495718539
0.0101750707,0.3512782753
0.0101900855,0.3529851437
0.0102051003,0.3546925187
0.0102201151,0.3564003110
0.0102351299,0.3581086099
0.0102501446,0.3598172665
0.0102651594,0.3615263999
0.0102801742,0.3632359505
0.0102951890,0.3649459183
0.0103102038,0.3666563332
0.0103252186,0.3683671057
0.0103402333,0.3700783849
0.0103552481,0.3717899919
0.0103702629,0.3735020161
0.0103852777,0.3752143979
0.0104002925,0.3769271970
0.0104153072,0.3786403537
0.0104303220,0.3803538680
0.0104453368,0.3820677996
0.0104603516,0.3837820590
0.0104753664,0.3854967654
0.0104903812,0.3872116804
0.0105053959,0.3889270425
0.0105204107,0.3906427324
0.0105354255,0.3923587501
0.0105504403,0.3940943778
0.0105654551,0.3958570659
0.0105804699,0.3976201713
0.0105954846,0.3993836939
0.0106104994,0.4011475146
0.0106255142,0.4029118121
0.0106405290,0.4046764970
0.0106555438,0.4064414799
0.0106705585,0.4082069099
0.0106855733,0.4099726975
0.0107005881,0.4117388427
0.0107156029,0.4135053456
0.0107306177,0.4152721763
0.0107456325,0.4170393646
0.0107606472,0.4188068807
0.0107756620,0.4205748141
0.0107906768,0.4223430157
0.0108056916,0.4241116047
0.0108207064,0.4258804917
0.0108357212,0.4276496470
0.0108507359,0.4294192195
0.0108657507,0.4311890304
0.0108807655,0.4329591990
0.0108957803,0.4347296655
0.0109107951,0.4365004003
0.0109258099,0.4381067455
0.0109408246,0.4392054081
0.0109558394,0.4401944280
0.0109708542,0.4411837161
0.0109858690,0.4421733022
0.0110008838,0.4431631565
0.0110158985,0.4441533089
0.0110309133,0.4451437593
0.0110459281,0.4461344183
0.0110609429,0.4471254051
0.0110759577,0.4481166601
0.0110909725,0.4491081536
0.0111059872,0.4500999451
0.0111210020,0.4510920346
0.0111360168,0.4520843625
0.0111510316,0.4530769885
0.0111660464,0.4540698230
0.0111810612,0.4550629556
0.0111960759,0.4560563266
0.0112110907,0.4570500255
0.0112261055,0.4580439031
0.0112411203,0.4590380192
0.0112561351,0.4600324333
0.0112711499,0.4610271454
0.0112861646,0.4620220661
0.0113011794,0.4630171955
0.0113161942,0.4640126228
0.0113312090,0.4650082886
0.0113462238,0.4660041928
0.0113612385,0.4670003355
0.0113762533,0.4679967165
