Time [s],Monitor Point: Coil1 X0 Z0024 (Temperature) [K],Monitor Point: Coil12 X0 Z0089 (Temperature) [K],Monitor Point: Coil12 X00109 Z00864 (Temperature) [K],Monitor Point: Coil12 X0021 Z00893 (Temperature) [K],Monitor Point: Coil6 X0021 Z00533 (Temperature) [K],Monitor Point: CoilsMiddleCenter (Temperature) [K],Monitor Point: Inlet (Temperature) [K],Monitor Point: Inlet (Velocity) [m s^-1],Monitor Point: MouthpieceAbove1mm0mm (Velocity) [m s^-1],Monitor Point: MouthpieceAbove1mm0mmTemp (Temperature) [K],Monitor Point: MouthpieceAbove1mm1mm (Velocity) [m s^-1],Monitor Point: MouthpieceAbove1mm1mmTemp (Temperature) [K],Monitor Point: MouthpieceAbove1mm2mm (Velocity) [m s^-1],Monitor Point: MouthpieceAbove1mm2mmTemp (Temperature) [K],Monitor Point: MouthpieceAbove1mm3mm (Velocity) [m s^-1],Monitor Point: MouthpieceAbove1mm3mmTemp (Temperature) [K],Monitor Point: MouthpieceAbove1mm4mm (Velocity) [m s^-1],Monitor Point: MouthpieceAbove1mm4mmTemp (Temperature) [K],Monitor Point: Mp0 (Temperature) [K],Monitor Point: Mp1 (Temperature) [K],Monitor Point: Mp2 (Temperature) [K],Monitor Point: Mp3 (Temperature) [K],Monitor Point: OA1 (Temperature) [K],Monitor Point: OA2 (Temperature) [K],Monitor Point: OutletAVG [K],Monitor Point: OutletTemp (Temperature) [K],Monitor Point: OutletVel (Velocity) [m s^-1],Monitor Point: Pipe0 (Temperature) [K],Monitor Point: Pipe1 (Temperature) [K],Monitor Point: Pipe2 (Temperature) [K],Monitor Point: Thermocouple (Temperature) [K]
0.0099999998,298.1499940000,298.1500550000,298.1501460000,298.1503300000,298.1503600000,298.1500240000,298.1499940000,0.5172588830,0.1513105180,298.1499940000,0.1414399450,298.1499940000,0.1414399450,298.1499940000,0.1325551870,298.1499940000,0.0661392584,298.1499940000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,0.0149145452,298.1500550000,298.1499940000,298.1499940000,298.1502990000
0.0199999996,298.1499940000,298.1501770000,298.1504520000,298.1509700000,298.1510310000,298.1500850000,298.1499940000,0.5145721440,0.1872058360,298.1499940000,0.1761984380,298.1499940000,0.1761984380,298.1499940000,0.1579622630,298.1499940000,0.0723487362,298.1499940000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,0.0210724082,298.1501460000,298.1500240000,298.1499940000,298.1508180000
0.0299999993,298.1499940000,298.1504520000,298.1509700000,298.1519470000,298.1521300000,298.1501770000,298.1499940000,0.5155268310,0.2012581830,298.1499940000,0.1844857630,298.1499940000,0.1844857630,298.1499940000,0.1510206310,298.1499940000,0.0571398214,298.1499940000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,0.0245287009,298.1503910000,298.1500550000,298.1499940000,298.1517030000
0.0399999991,298.1500240000,298.1508180000,298.1517640000,298.1534120000,298.1536560000,298.1503300000,298.1499940000,0.5156534910,0.2198383360,298.1499940000,0.1935540740,298.1499940000,0.1935540740,298.1499940000,0.1428800370,298.1499940000,0.0463767909,298.1499940000,298.1500240000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,0.0290910229,298.1507870000,298.1501160000,298.1500240000,298.1528930000
0.0500000007,298.1500240000,298.1513670000,298.1528020000,298.1552730000,298.1556400000,298.1505430000,298.1499940000,0.5155000690,0.2362025530,298.1499940000,0.2001404170,298.1499940000,0.2001404170,298.1499940000,0.1354710160,298.1499940000,0.0424062945,298.1499940000,298.1500240000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,0.0345434397,298.1513980000,298.1502690000,298.1500240000,298.1544800000
0.0599999987,298.1500240000,298.1520390000,298.1541140000,298.1576230000,298.1581120000,298.1507870000,298.1499940000,0.5154259200,0.2487478260,298.1499940000,0.2045481500,298.1499940000,0.2045481500,298.1499940000,0.1298586130,298.1499940000,0.0419453979,298.1499940000,298.1500550000,298.1500240000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,0.0410926752,298.1522220000,298.1505130000,298.1500550000,298.1564640000
0.0700000003,298.1500240000,298.1528630000,298.1556700000,298.1603700000,298.1610110000,298.1510930000,298.1499940000,0.5154098270,0.2572667600,298.1499940000,0.2076095340,298.1499940000,0.2076095340,298.1499940000,0.1262496860,298.1499940000,0.0422848612,298.1499940000,298.1501460000,298.1500240000,298.1500240000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,0.0494186468,298.1532290000,298.1508790000,298.1501460000,298.1587830000
0.0799999982,298.1500240000,298.1538090000,298.1575320000,298.1636050000,298.1643980000,298.1514280000,298.1499940000,0.5154083970,0.2622278930,298.1500240000,0.2097442150,298.1499940000,0.2097442150,298.1499940000,0.1244366090,298.1499940000,0.0425946303,298.1499940000,298.1502690000,298.1500550000,298.1500240000,298.1500240000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,0.0603261031,298.1544190000,298.1513370000,298.1502690000,298.1614690000
0.0900000036,298.1500550000,298.1549380000,298.1596070000,298.1672670000,298.1682430000,298.1518550000,298.1499940000,0.5154083970,0.2644619050,298.1500240000,0.2110376210,298.1500240000,0.2110376210,298.1500240000,0.1238156110,298.1499940000,0.0426827557,298.1499940000,298.1504520000,298.1501160000,298.1500550000,298.1500240000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,0.0742812231,298.1558530000,298.1519470000,298.1504520000,298.1645510000
0.1000000010,298.1500550000,298.1561890000,298.1619870000,298.1713560000,298.1725460000,298.1523130000,298.1499940000,0.5154082780,0.2650396230,298.1500240000,0.2116461840,298.1500240000,0.2116461840,298.1500240000,0.1237957180,298.1499940000,0.0425385274,298.1499940000,298.1506650000,298.1502080000,298.1500850000,298.1500240000,298.1499940000,298.1499940000,298.1499940000,298.1499940000,0.0910126120,298.1574400000,298.1526490000,298.1506650000,298.1679690000
