Time [s],Monitor Point: Coil1 X0 Z0024 (Temperature) [K],Monitor Point: Coil12 X0 Z0089 (Temperature) [K],Monitor Point: Coil12 X00109 Z00864 (Temperature) [K],Monitor Point: Coil12 X0021 Z00893 (Temperature) [K],Monitor Point: Coil6 X0021 Z00533 (Temperature) [K],Monitor Point: CoilsMiddleCenter (Temperature) [K],Monitor Point: Inlet (Temperature) [K],Monitor Point: Inlet (Velocity) [m s^-1],Monitor Point: MouthpieceAbove1mm0mm (Velocity) [m s^-1],Monitor Point: MouthpieceAbove1mm0mmTemp (Temperature) [K],Monitor Point: MouthpieceAbove1mm1mm (Velocity) [m s^-1],Monitor Point: MouthpieceAbove1mm1mmTemp (Temperature) [K],Monitor Point: MouthpieceAbove1mm2mm (Velocity) [m s^-1],Monitor Point: MouthpieceAbove1mm2mmTemp (Temperature) [K],Monitor Point: MouthpieceAbove1mm3mm (Velocity) [m s^-1],Monitor Point: MouthpieceAbove1mm3mmTemp (Temperature) [K],Monitor Point: MouthpieceAbove1mm4mm (Velocity) [m s^-1],Monitor Point: MouthpieceAbove1mm4mmTemp (Temperature) [K],Monitor Point: Mp0 (Temperature) [K],Monitor Point: Mp1 (Temperature) [K],Monitor Point: Mp2 (Temperature) [K],Monitor Point: Mp3 (Temperature) [K],Monitor Point: OA1 (Temperature) [K],Monitor Point: OA2 (Temperature) [K],Monitor Point: OutletAVG [K],Monitor Point: OutletTemp (Temperature) [K],Monitor Point: OutletVel (Velocity) [m s^-1],Monitor Point: Pipe0 (Temperature) [K],Monitor Point: Pipe1 (Temperature) [K],Monitor Point: Pipe2 (Temperature) [K],Monitor Point: Thermocouple (Temperature) [K]
0.2099999930,298.1502080000,298.1791380000,298.2046200000,298.2453920000,298.2495420000,298.1602780000,298.1499940000,0.5280068520,0.2695359290,298.1519470000,0.2152752730,298.1512450000,0.2152752730,298.1512450000,0.1267607960,298.1506040000,0.0375129245,298.1500850000,298.1577450000,298.1542660000,298.1527400000,298.1519470000,298.1508180000,298.1502690000,298.1499940000,298.1502080000,0.1764108240,298.1877750000,298.1684570000,298.1577450000,298.2299800000
0.2199999990,298.1502080000,298.1820680000,298.2100520000,298.2547610000,298.2592770000,298.1613160000,298.1499940000,0.5280068520,0.2695370020,298.1523440000,0.2152863590,298.1515200000,0.2152863590,298.1515200000,0.1267627480,298.1507260000,0.0372995213,298.1501160000,298.1587520000,298.1548770000,298.1531980000,298.1523440000,298.1510310000,298.1503600000,298.1499940000,298.1502690000,0.1757496450,298.1916810000,298.1705930000,298.1587520000,298.2378230000
0.2300000040,298.1502380000,298.1851500000,298.2157290000,298.2645570000,298.2694400000,298.1623840000,298.1499940000,0.5280068520,0.2695402500,298.1527400000,0.2152967900,298.1517940000,0.2152967900,298.1517940000,0.1267627030,298.1508480000,0.0371362232,298.1501460000,298.1598210000,298.1555480000,298.1536870000,298.1527400000,298.1512450000,298.1504820000,298.1499940000,298.1503600000,0.1751649680,298.1958010000,298.1728520000,298.1598210000,298.2460020000
0.2399999950,298.1502690000,298.1883850000,298.2216490000,298.2747800000,298.2800900000,298.1634830000,298.1499940000,0.5280068520,0.2695443330,298.1531680000,0.2153052540,298.1521000000,0.2153052540,298.1521000000,0.1267603040,298.1510310000,0.0370102488,298.1502080000,298.1609800000,298.1562810000,298.1542360000,298.1531680000,298.1515200000,298.1506350000,298.1500240000,298.1504820000,0.1746865360,298.2001040000,298.1752010000,298.1609800000,298.2545470000
0.2500000000,298.1502990000,298.1917420000,298.2278750000,298.2854610000,298.2911680000,298.1646730000,298.1499940000,0.5280068520,0.2695483860,298.1536560000,0.2153119000,298.1524350000,0.2153119000,298.1524350000,0.1267566080,298.1511840000,0.0369113237,298.1502380000,298.1621700000,298.1570130000,298.1547850000,298.1536560000,298.1518250000,298.1507570000,298.1500240000,298.1506040000,0.1743175540,298.2045900000,298.1776730000,298.1621700000,298.2634580000
0.2599999900,298.1502990000,298.1952510000,298.2343140000,298.2965390000,298.3026730000,298.1658630000,298.1499940000,0.5280068520,0.2695519920,298.1541750000,0.2153172050,298.1528020000,0.2153172050,298.1528020000,0.1267528090,298.1513670000,0.0368316248,298.1502690000,298.1634220000,298.1578060000,298.1553960000,298.1541750000,298.1521300000,298.1509400000,298.1500240000,298.1507570000,0.1740466360,298.2092900000,298.1802670000,298.1634220000,298.2727360000
0.2700000110,298.1503300000,298.1989140000,298.2409970000,298.3080750000,298.3146360000,298.1671140000,298.1499940000,0.5280068520,0.2695548240,298.1546940000,0.2153214660,298.1531680000,0.2153214660,298.1531680000,0.1267497240,298.1515810000,0.0367647707,298.1503300000,298.1647640000,298.1586610000,298.1560360000,298.1546940000,298.1524350000,298.1511540000,298.1500240000,298.1509400000,0.1738558560,298.2141720000,298.1829830000,298.1647640000,298.2823790000
0.2800000010,298.1503600000,298.2026670000,298.2479550000,298.3200380000,298.3270570000,298.1684270000,298.1499940000,0.5280068520,0.2695569100,298.1552730000,0.2153248640,298.1535950000,0.2153248640,298.1535950000,0.1267475930,298.1517940000,0.0367070995,298.1503600000,298.1661380000,298.1595460000,298.1567380000,298.1552730000,298.1528020000,298.1513370000,298.1500240000,298.1511230000,0.1737263050,298.2192380000,298.1857910000,298.1661380000,298.2923890000
0.2899999920,298.1503910000,298.2066040000,298.2551570000,298.3324580000,298.3399350000,298.1697690000,298.1499940000,0.5280068520,0.2695583110,298.1558840000,0.2153274860,298.1540220000,0.2153274860,298.1540220000,0.1267461780,298.1520080000,0.0366563722,298.1504210000,298.1675720000,298.1604610000,298.1574400000,298.1558840000,298.1531980000,298.1515810000,298.1500240000,298.1513370000,0.1736409070,298.2245180000,298.1887210000,298.1675720000,298.3027650000
0.3000000120,298.1504210000,298.2106630000,298.2626340000,298.3452760000,298.3532410000,298.1711730000,298.1499940000,0.5280068520,0.2695591150,298.1564940000,0.2153293940,298.1544800000,0.2153293940,298.1544800000,0.1267452840,298.1522520000,0.0366111174,298.1504820000,298.1690980000,298.1614380000,298.1582030000,298.1564940000,298.1535950000,298.1518250000,298.1500240000,298.1515500000,0.1735856530,298.2299500000,298.1917720000,298.1690980000,298.3134770000
